transaction_id,customer_id,transaction_amount,transaction_type,account_type,timestamp,branch_id,currency,transaction_status
TIDCUST361_5863,CUST271,826.77,Credit,Savings,2025-01-17 19:33:26.670345,B004,EUR,Failure
TIDCUST271_5864,CUST55,2618.9,Credit,Checking,2025-02-09 13:16:26.670345,B004,INR,Failure
TIDCUST55_5865,CUST327,3150.5,Credit,Savings,2025-02-05 15:05:26.670345,B005,INR,Failure
TIDCUST327_5866,CUST499,2549.57,Credit,Savings,2025-01-21 22:26:26.670345,B005,GBP,Success
TIDCUST499_5867,CUST49,2214.77,Credit,Savings,2025-02-07 08:23:26.670345,B005,EUR,Failure
TIDCUST49_5868,CUST197,3276.82,Debit,Checking,2025-01-24 18:29:26.670345,B002,INR,Success
TIDCUST197_5869,CUST476,2206.45,Credit,Checking,2025-01-28 19:01:26.670345,B005,GBP,Success
TIDCUST476_5870,CUST136,1502.49,Credit,Checking,2025-01-30 01:35:26.670345,B002,USD,Failure
TIDCUST136_5871,CUST498,1738.96,Debit,Savings,2025-02-12 18:13:26.670345,B005,EUR,Failure
TIDCUST498_5872,CUST319,1151.47,Credit,Savings,2025-02-01 17:01:26.670345,B001,USD,Failure
TIDCUST319_5873,CUST379,3638.89,Credit,Checking,2025-01-27 11:33:26.670345,B002,EUR,Failure
TIDCUST379_5874,CUST172,3545.13,Credit,Checking,2025-02-04 01:29:26.670345,B004,EUR,Failure
TIDCUST172_5875,CUST483,1009.6,Debit,Checking,2025-01-21 19:01:26.670345,B004,INR,Failure
TIDCUST483_5876,CUST17,2485.85,Credit,Checking,2025-02-07 11:53:26.670345,B003,EUR,Failure
TIDCUST17_5877,CUST280,901.97,Debit,Checking,2025-01-14 18:57:26.670345,B003,INR,Success
TIDCUST280_5878,CUST95,1645.09,Credit,Checking,2025-02-05 03:13:26.670345,B004,GBP,Success
TIDCUST95_5879,CUST493,4333.86,Credit,Savings,2025-01-16 17:29:26.670345,B002,GBP,Success
TIDCUST493_5880,CUST404,1503.79,Debit,Savings,2025-01-31 23:41:26.670345,B003,GBP,Success
TIDCUST404_5881,CUST42,2799.52,Credit,Savings,2025-01-26 21:25:26.670345,B002,USD,Failure
TIDCUST42_5882,CUST93,4881.22,Debit,Checking,2025-01-16 13:02:26.670345,B001,USD,Success
TIDCUST93_5883,CUST50,2762.89,Credit,Savings,2025-01-29 14:16:26.670345,B001,GBP,Success
TIDCUST50_5884,CUST199,3678.93,Debit,Checking,2025-02-11 20:12:26.670345,B004,EUR,Success
TIDCUST199_5885,CUST461,3215.06,Credit,Checking,2025-01-18 10:37:26.670345,B003,USD,Success
TIDCUST461_5886,CUST310,4318.49,Credit,Savings,2025-01-31 08:27:26.670345,B003,GBP,Success
TIDCUST310_5887,CUST242,1514.25,Debit,Savings,2025-01-22 12:50:26.670345,B001,GBP,Failure
TIDCUST242_5888,CUST338,4798.38,Debit,Checking,2025-01-16 08:00:26.670345,B001,GBP,Failure
TIDCUST338_5889,CUST172,2870.04,Credit,Checking,2025-01-14 13:03:26.670345,B001,EUR,Failure
TIDCUST172_5890,CUST496,1217.32,Debit,Savings,2025-01-21 00:57:26.670345,B001,EUR,Success
TIDCUST496_5891,CUST320,4847.68,Debit,Checking,2025-01-29 17:57:26.670345,B005,EUR,Failure
TIDCUST320_5892,CUST417,1980.52,Debit,Checking,2025-02-01 00:08:26.670345,B003,EUR,Success
TIDCUST417_5893,CUST91,3809.03,Debit,Checking,2025-01-24 08:00:26.670345,B001,USD,Failure
TIDCUST91_5894,CUST375,1861.43,Debit,Checking,2025-01-30 03:34:26.670345,B001,EUR,Success
TIDCUST375_5895,CUST65,2045.41,Debit,Checking,2025-01-19 20:23:26.670345,B004,GBP,Success
TIDCUST65_5896,CUST453,896.59,Credit,Savings,2025-02-07 02:09:26.670345,B001,INR,Failure
TIDCUST453_5897,CUST429,3018.15,Debit,Savings,2025-01-16 01:35:26.670345,B001,EUR,Success
TIDCUST429_5898,CUST209,4559.06,Credit,Checking,2025-01-21 05:21:26.670345,B005,USD,Success
TIDCUST209_5899,CUST41,4918.64,Debit,Checking,2025-01-27 02:09:26.670345,B003,EUR,Failure
TIDCUST41_5900,CUST142,3600.88,Debit,Checking,2025-01-27 00:51:26.670345,B002,GBP,Success
TIDCUST142_5901,CUST345,462.39,Credit,Checking,2025-02-09 08:50:26.670345,B001,USD,Success
TIDCUST345_5902,CUST65,4732.45,Credit,Checking,2025-01-15 01:15:26.670345,B001,GBP,Success
TIDCUST65_5903,CUST469,2062.01,Credit,Savings,2025-02-07 20:00:26.670345,B004,EUR,Failure
TIDCUST469_5904,CUST204,1266.87,Debit,Savings,2025-02-10 14:35:26.670345,B003,GBP,Failure
TIDCUST204_5905,CUST183,3199.07,Credit,Savings,2025-01-15 20:06:26.670345,B005,EUR,Success
TIDCUST183_5906,CUST385,3402.56,Credit,Savings,2025-02-09 16:30:26.670345,B003,USD,Success
TIDCUST385_5907,CUST169,738.26,Debit,Savings,2025-01-14 08:09:26.670345,B002,USD,Success
TIDCUST169_5908,CUST87,3098.12,Debit,Savings,2025-02-07 02:17:26.670345,B003,GBP,Success
TIDCUST87_5909,CUST102,3345.1,Credit,Savings,2025-02-03 05:57:26.670345,B002,EUR,Failure
TIDCUST102_5910,CUST435,2460.78,Credit,Checking,2025-01-27 07:55:26.670345,B003,USD,Failure
TIDCUST435_5911,CUST92,4920.94,Debit,Savings,2025-02-06 20:48:26.670345,B005,EUR,Failure
TIDCUST92_5912,CUST8,688.21,Credit,Checking,2025-02-04 23:34:26.670345,B004,USD,Failure
TIDCUST8_5913,CUST446,1975.9,Credit,Savings,2025-02-08 08:38:26.670345,B002,INR,Failure
TIDCUST446_5914,CUST375,2549.04,Credit,Checking,2025-01-23 23:16:26.670345,B004,GBP,Failure
TIDCUST375_5915,CUST48,258.75,Debit,Savings,2025-01-19 02:05:26.670345,B001,USD,Failure
TIDCUST48_5916,CUST401,4996.03,Debit,Savings,2025-02-03 14:13:26.670345,B004,GBP,Success
TIDCUST401_5917,CUST307,3352.75,Debit,Checking,2025-02-10 08:12:26.670345,B003,INR,Failure
TIDCUST307_5918,CUST169,869.38,Debit,Checking,2025-01-17 03:28:26.670345,B003,USD,Success
TIDCUST169_5919,CUST249,4098.67,Debit,Savings,2025-02-03 11:38:26.670345,B002,USD,Success
TIDCUST249_5920,CUST215,1165.47,Credit,Checking,2025-01-19 14:38:26.670345,B003,EUR,Failure
TIDCUST215_5921,CUST171,4238.54,Debit,Savings,2025-01-25 08:43:26.670345,B001,GBP,Success
TIDCUST171_5922,CUST215,2483.12,Debit,Checking,2025-01-14 16:31:26.670345,B001,INR,Failure
TIDCUST215_5923,CUST149,819.87,Debit,Checking,2025-01-17 20:40:26.670345,B005,USD,Success
TIDCUST149_5924,CUST31,3288.54,Credit,Savings,2025-02-10 02:37:26.670345,B003,INR,Failure
TIDCUST31_5925,CUST335,1133.19,Debit,Checking,2025-01-23 04:09:26.670345,B001,INR,Failure
TIDCUST335_5926,CUST274,829.93,Credit,Checking,2025-02-12 10:27:26.670345,B004,INR,Failure
TIDCUST274_5927,CUST363,2079.8,Debit,Savings,2025-02-11 01:09:26.670345,B004,USD,Success
TIDCUST363_5928,CUST197,474.72,Credit,Savings,2025-01-22 21:45:26.670345,B004,INR,Failure
TIDCUST197_5929,CUST197,3225.73,Debit,Checking,2025-02-05 04:19:26.670345,B004,EUR,Failure
TIDCUST197_5930,CUST22,1258.13,Debit,Savings,2025-01-31 22:18:26.670345,B002,INR,Success
TIDCUST22_5931,CUST362,2697.81,Debit,Savings,2025-01-26 16:48:26.670345,B003,INR,Failure
TIDCUST362_5932,CUST94,2041.04,Credit,Savings,2025-01-16 06:42:26.670345,B004,USD,Success
TIDCUST94_5933,CUST92,178.46,Debit,Checking,2025-01-27 21:13:26.670345,B001,GBP,Failure
TIDCUST92_5934,CUST397,1542.5,Credit,Checking,2025-01-16 14:36:26.670345,B004,USD,Failure
TIDCUST397_5935,CUST226,3413.44,Credit,Checking,2025-01-28 08:15:26.670345,B003,USD,Failure
TIDCUST226_5936,CUST446,577.51,Debit,Checking,2025-02-07 10:21:26.670345,B002,GBP,Failure
TIDCUST446_5937,CUST185,1608.28,Debit,Savings,2025-01-28 20:15:26.670345,B001,EUR,Success
TIDCUST185_5938,CUST112,10.57,Credit,Checking,2025-02-12 11:40:26.670345,B003,EUR,Failure
TIDCUST112_5939,CUST476,594.74,Credit,Savings,2025-01-22 13:22:26.670345,B003,USD,Success
TIDCUST476_5940,CUST314,4558.96,Debit,Savings,2025-01-18 19:41:26.670345,B003,GBP,Success
TIDCUST314_5941,CUST20,4220.94,Debit,Checking,2025-02-11 21:21:26.670345,B002,USD,Success
TIDCUST20_5942,CUST322,838.01,Debit,Savings,2025-02-07 00:37:26.670345,B005,USD,Failure
TIDCUST322_5943,CUST211,4826.53,Debit,Savings,2025-01-29 17:39:26.670345,B002,EUR,Success
TIDCUST211_5944,CUST307,1431.04,Debit,Checking,2025-01-24 21:56:26.670345,B002,EUR,Failure
TIDCUST307_5945,CUST161,263.8,Debit,Checking,2025-02-13 01:41:26.670345,B003,GBP,Failure
TIDCUST161_5946,CUST381,2306.37,Credit,Checking,2025-01-16 22:42:26.670345,B004,USD,Success
TIDCUST381_5947,CUST161,2444.68,Credit,Savings,2025-01-21 05:41:26.670345,B001,USD,Failure
TIDCUST161_5948,CUST304,1868.32,Credit,Savings,2025-01-20 03:18:26.670345,B005,GBP,Failure
TIDCUST304_5949,CUST150,541.59,Debit,Checking,2025-02-03 17:39:26.670345,B002,INR,Failure
TIDCUST150_5950,CUST245,4012.46,Debit,Savings,2025-01-14 11:59:26.670345,B005,EUR,Success
TIDCUST245_5951,CUST122,899.03,Credit,Checking,2025-01-22 03:45:26.670345,B001,EUR,Failure
TIDCUST122_5952,CUST213,4591.29,Credit,Savings,2025-01-14 07:36:26.670345,B001,USD,Success
TIDCUST213_5953,CUST182,2521.43,Debit,Savings,2025-01-23 13:20:26.670345,B004,USD,Failure
TIDCUST182_5954,CUST250,328.17,Debit,Savings,2025-01-17 03:45:26.670345,B002,GBP,Failure
TIDCUST250_5955,CUST30,2541.17,Credit,Checking,2025-02-01 12:24:26.670345,B003,INR,Success
TIDCUST30_5956,CUST301,2778.24,Credit,Checking,2025-01-17 16:01:26.670345,B001,USD,Failure
TIDCUST301_5957,CUST9,1781.16,Debit,Savings,2025-02-02 14:00:26.670345,B004,GBP,Failure
TIDCUST9_5958,CUST12,125.96,Credit,Checking,2025-02-01 15:46:26.670345,B004,USD,Success
TIDCUST12_5959,CUST117,3467.31,Debit,Savings,2025-01-30 20:24:26.670345,B001,INR,Success
TIDCUST117_5960,CUST212,4670.6,Credit,Savings,2025-02-10 20:36:26.670345,B003,GBP,Success
TIDCUST212_5961,CUST399,1881.65,Credit,Savings,2025-01-18 14:30:26.670345,B005,GBP,Success
TIDCUST399_5962,CUST2,383.97,Credit,Savings,2025-01-30 12:43:26.670345,B004,INR,Failure
TIDCUST2_5963,CUST104,2277.91,Credit,Savings,2025-02-06 13:10:26.670345,B004,EUR,Failure
TIDCUST104_5964,CUST69,4936.66,Credit,Savings,2025-01-21 05:18:26.670345,B001,USD,Success
TIDCUST69_5965,CUST114,3509.93,Debit,Checking,2025-02-04 13:44:26.670345,B004,GBP,Failure
TIDCUST114_5966,CUST241,2301.6,Debit,Savings,2025-01-18 02:12:26.670345,B003,USD,Success
TIDCUST241_5967,CUST471,950.86,Debit,Checking,2025-02-12 03:07:26.670345,B005,INR,Failure
TIDCUST471_5968,CUST295,3234.92,Credit,Checking,2025-01-31 18:07:26.670345,B002,USD,Success
TIDCUST295_5969,CUST24,3564.12,Credit,Savings,2025-02-02 07:49:26.670345,B002,USD,Success
TIDCUST24_5970,CUST430,3420.83,Debit,Checking,2025-02-01 11:21:26.670345,B005,USD,Success
TIDCUST430_5971,CUST285,2822.44,Credit,Savings,2025-01-29 05:52:26.670345,B001,USD,Success
TIDCUST285_5972,CUST126,3668.35,Credit,Checking,2025-02-03 17:13:26.670345,B004,GBP,Failure
TIDCUST126_5973,CUST384,1495.0,Credit,Checking,2025-01-14 16:17:26.670345,B005,GBP,Success
TIDCUST384_5974,CUST482,583.05,Credit,Checking,2025-01-20 10:35:26.670345,B003,USD,Failure
TIDCUST482_5975,CUST349,1193.65,Debit,Checking,2025-01-29 21:39:26.670345,B005,USD,Success
TIDCUST349_5976,CUST280,4813.44,Credit,Savings,2025-01-24 14:37:26.670345,B004,INR,Success
TIDCUST280_5977,CUST298,3014.75,Debit,Savings,2025-01-21 04:10:26.670345,B005,GBP,Failure
TIDCUST298_5978,CUST462,3302.99,Credit,Checking,2025-01-23 03:58:26.670345,B001,GBP,Success
TIDCUST462_5979,CUST129,3554.95,Debit,Savings,2025-01-15 23:59:26.670345,B004,USD,Failure
TIDCUST129_5980,CUST405,127.44,Debit,Checking,2025-01-31 00:34:26.670345,B005,EUR,Success
TIDCUST405_5981,CUST22,2841.33,Debit,Checking,2025-02-11 01:59:26.670345,B002,GBP,Failure
TIDCUST22_5982,CUST294,4876.53,Debit,Checking,2025-01-21 06:01:26.670345,B004,GBP,Failure
TIDCUST294_5983,CUST197,2127.62,Debit,Checking,2025-02-01 04:43:26.670345,B004,GBP,Success
TIDCUST197_5984,CUST47,1710.01,Debit,Savings,2025-02-05 04:23:26.670345,B005,INR,Success
TIDCUST47_5985,CUST351,3575.62,Debit,Savings,2025-02-06 00:04:26.670345,B001,USD,Success
TIDCUST351_5986,CUST360,3411.6,Debit,Checking,2025-01-28 22:30:26.670345,B003,USD,Failure
TIDCUST360_5987,CUST160,3888.96,Credit,Checking,2025-01-21 13:35:26.670345,B004,EUR,Success
TIDCUST160_5988,CUST176,1237.91,Credit,Savings,2025-02-11 11:04:26.670345,B001,INR,Success
TIDCUST176_5989,CUST491,1441.93,Credit,Savings,2025-01-19 07:17:26.670345,B002,GBP,Success
TIDCUST491_5990,CUST397,1885.66,Credit,Savings,2025-02-07 03:59:26.670345,B002,INR,Success
TIDCUST397_5991,CUST10,2077.93,Debit,Checking,2025-02-02 01:27:26.670345,B001,USD,Failure
TIDCUST10_5992,CUST222,1826.74,Debit,Checking,2025-01-29 20:09:26.670345,B005,USD,Failure
TIDCUST222_5993,CUST13,688.62,Debit,Savings,2025-01-28 19:47:26.670345,B003,USD,Success
TIDCUST13_5994,CUST133,1785.11,Credit,Checking,2025-01-15 11:43:26.670345,B005,USD,Success
TIDCUST133_5995,CUST256,2824.98,Credit,Savings,2025-01-17 20:59:26.670345,B005,GBP,Success
TIDCUST256_5996,CUST419,2959.27,Debit,Checking,2025-02-11 10:35:26.670345,B005,INR,Failure
TIDCUST419_5997,CUST101,4790.23,Debit,Checking,2025-02-10 14:40:26.670345,B003,EUR,Success
TIDCUST101_5998,CUST482,1338.64,Credit,Savings,2025-01-22 12:28:26.670345,B003,GBP,Failure
TIDCUST482_5999,CUST385,2928.69,Credit,Savings,2025-01-31 01:59:26.670345,B004,GBP,Failure
TIDCUST385_6000,CUST284,118.64,Credit,Checking,2025-02-07 05:18:26.670345,B003,GBP,Failure
TIDCUST284_6001,CUST475,2236.25,Debit,Savings,2025-02-03 00:00:26.670345,B005,USD,Success
TIDCUST475_6002,CUST166,4699.47,Debit,Checking,2025-01-28 12:44:26.670345,B002,INR,Success
TIDCUST166_6003,CUST12,1796.16,Debit,Savings,2025-01-30 07:26:26.670345,B005,USD,Success
TIDCUST12_6004,CUST436,4707.4,Credit,Savings,2025-02-04 03:01:26.670345,B003,GBP,Failure
TIDCUST436_6005,CUST55,4217.19,Credit,Checking,2025-01-24 01:26:26.670345,B001,INR,Failure
TIDCUST55_6006,CUST16,506.07,Credit,Checking,2025-01-21 02:04:26.670345,B002,USD,Success
TIDCUST16_6007,CUST194,4188.85,Credit,Savings,2025-01-25 23:58:26.670345,B004,USD,Failure
TIDCUST194_6008,CUST139,2120.9,Credit,Savings,2025-02-06 04:50:26.670345,B004,USD,Failure
TIDCUST139_6009,CUST187,3204.5,Debit,Savings,2025-02-10 19:22:26.670345,B005,INR,Failure
TIDCUST187_6010,CUST195,267.3,Debit,Savings,2025-02-07 16:30:26.670345,B002,GBP,Success
TIDCUST195_6011,CUST401,1274.74,Credit,Checking,2025-02-11 09:08:26.670345,B005,INR,Failure
TIDCUST401_6012,CUST487,1675.77,Credit,Checking,2025-02-01 08:51:26.670345,B005,EUR,Success
TIDCUST487_6013,CUST367,2112.51,Credit,Savings,2025-02-09 04:55:26.670345,B005,EUR,Failure
TIDCUST367_6014,CUST86,332.09,Debit,Checking,2025-01-26 21:33:26.670345,B005,GBP,Failure
TIDCUST86_6015,CUST319,3723.72,Credit,Savings,2025-01-31 06:26:26.670345,B003,EUR,Failure
TIDCUST319_6016,CUST461,1763.05,Credit,Savings,2025-02-05 03:39:26.670345,B002,GBP,Success
TIDCUST461_6017,CUST283,3505.78,Debit,Savings,2025-01-14 09:33:26.670345,B002,GBP,Success
TIDCUST283_6018,CUST88,2969.9,Credit,Savings,2025-01-30 02:17:26.670345,B002,USD,Failure
TIDCUST88_6019,CUST369,4643.25,Debit,Savings,2025-01-19 02:05:26.670345,B002,EUR,Success
TIDCUST369_6020,CUST29,3282.11,Debit,Savings,2025-02-05 22:37:26.670345,B003,EUR,Success
TIDCUST29_6021,CUST459,2002.38,Credit,Savings,2025-02-08 06:52:26.670345,B002,EUR,Success
TIDCUST459_6022,CUST352,3326.62,Credit,Savings,2025-01-21 02:21:26.670345,B002,USD,Success
TIDCUST352_6023,CUST312,3359.1,Credit,Checking,2025-01-18 08:40:26.670345,B004,GBP,Success
TIDCUST312_6024,CUST271,3637.55,Debit,Checking,2025-01-31 08:11:26.670345,B004,EUR,Failure
TIDCUST271_6025,CUST371,2479.1,Credit,Savings,2025-02-07 20:50:26.670345,B004,GBP,Success
TIDCUST371_6026,CUST90,2271.5,Credit,Checking,2025-02-04 16:29:26.670345,B004,EUR,Failure
TIDCUST90_6027,CUST379,3327.73,Credit,Savings,2025-01-20 21:10:26.670345,B002,EUR,Success
TIDCUST379_6028,CUST374,2832.44,Debit,Checking,2025-01-30 13:55:26.670345,B003,USD,Failure
TIDCUST374_6029,CUST396,2181.79,Credit,Savings,2025-01-18 14:38:26.670345,B004,INR,Failure
TIDCUST396_6030,CUST351,3949.6,Credit,Checking,2025-01-21 21:34:26.670345,B004,INR,Failure
TIDCUST351_6031,CUST366,1683.66,Debit,Savings,2025-01-24 14:58:26.670345,B002,USD,Success
TIDCUST366_6032,CUST222,4878.45,Credit,Checking,2025-01-15 05:23:26.670345,B001,EUR,Failure
TIDCUST222_6033,CUST223,204.9,Debit,Checking,2025-02-10 07:20:26.670345,B004,GBP,Failure
TIDCUST223_6034,CUST84,3001.87,Credit,Checking,2025-02-08 19:36:26.670345,B001,EUR,Success
TIDCUST84_6035,CUST4,4918.06,Debit,Savings,2025-02-11 22:27:26.670345,B001,GBP,Failure
TIDCUST4_6036,CUST398,2488.39,Debit,Checking,2025-01-22 16:10:26.670345,B002,INR,Failure
TIDCUST398_6037,CUST239,128.46,Credit,Checking,2025-02-04 01:55:26.670345,B003,USD,Success
TIDCUST239_6038,CUST269,2113.77,Credit,Checking,2025-02-11 06:17:26.670345,B004,INR,Success
TIDCUST269_6039,CUST52,4728.83,Credit,Savings,2025-02-04 02:22:26.670345,B005,INR,Success
TIDCUST52_6040,CUST455,2666.35,Debit,Savings,2025-01-25 10:34:26.670345,B004,INR,Failure
TIDCUST455_6041,CUST350,4092.07,Debit,Checking,2025-01-14 03:56:26.670345,B003,GBP,Failure
TIDCUST350_6042,CUST304,4111.25,Credit,Savings,2025-02-10 21:13:26.670345,B003,INR,Failure
TIDCUST304_6043,CUST408,3873.24,Debit,Savings,2025-02-09 10:22:26.670345,B004,EUR,Success
TIDCUST408_6044,CUST405,3732.58,Debit,Savings,2025-01-31 14:20:26.670345,B005,EUR,Success
TIDCUST405_6045,CUST73,3413.56,Credit,Savings,2025-01-14 03:26:26.670345,B003,USD,Success
TIDCUST73_6046,CUST105,3603.11,Credit,Checking,2025-01-25 10:41:26.670345,B001,GBP,Failure
TIDCUST105_6047,CUST158,1296.78,Credit,Checking,2025-01-30 15:07:26.670345,B003,GBP,Success
TIDCUST158_6048,CUST62,1594.29,Credit,Savings,2025-01-23 09:51:26.670345,B001,INR,Failure
TIDCUST62_6049,CUST392,4899.94,Debit,Checking,2025-01-25 20:48:26.670345,B004,GBP,Success
TIDCUST392_6050,CUST254,550.92,Credit,Checking,2025-01-29 03:08:26.670345,B002,EUR,Success
TIDCUST254_6051,CUST211,238.41,Credit,Checking,2025-01-26 03:25:26.670345,B005,EUR,Success
TIDCUST211_6052,CUST289,2045.67,Credit,Savings,2025-01-22 19:57:26.670345,B004,GBP,Success
TIDCUST289_6053,CUST200,3455.73,Credit,Checking,2025-02-07 23:31:26.670345,B002,GBP,Success
TIDCUST200_6054,CUST55,1256.64,Credit,Savings,2025-02-02 18:24:26.670345,B003,USD,Success
TIDCUST55_6055,CUST394,4521.61,Credit,Savings,2025-02-04 12:58:26.670345,B003,EUR,Success
TIDCUST394_6056,CUST420,2972.36,Credit,Savings,2025-01-21 20:31:26.670345,B002,USD,Success
TIDCUST420_6057,CUST403,1286.73,Debit,Checking,2025-01-27 19:45:26.670345,B004,EUR,Success
TIDCUST403_6058,CUST148,4424.68,Credit,Checking,2025-02-03 09:32:26.670345,B003,USD,Failure
TIDCUST148_6059,CUST65,2319.62,Debit,Savings,2025-01-28 17:53:26.670345,B003,INR,Failure
TIDCUST65_6060,CUST437,4749.58,Debit,Savings,2025-02-11 05:22:26.670345,B004,EUR,Success
TIDCUST437_6061,CUST135,3347.35,Debit,Savings,2025-01-29 06:54:26.670345,B002,GBP,Success
TIDCUST135_6062,CUST495,3198.72,Credit,Savings,2025-02-04 23:35:26.670345,B004,INR,Failure
TIDCUST495_6063,CUST163,4288.31,Credit,Checking,2025-01-24 09:35:26.670345,B003,USD,Failure
TIDCUST163_6064,CUST337,4774.31,Debit,Checking,2025-01-19 17:27:26.670345,B004,USD,Success
TIDCUST337_6065,CUST154,298.17,Debit,Savings,2025-01-14 14:28:26.670345,B005,USD,Success
TIDCUST154_6066,CUST498,204.7,Credit,Savings,2025-01-20 01:55:26.670345,B002,INR,Failure
TIDCUST498_6067,CUST193,3731.31,Credit,Savings,2025-02-03 03:24:26.670345,B001,EUR,Success
TIDCUST193_6068,CUST302,110.92,Credit,Checking,2025-02-12 22:10:26.670345,B003,INR,Failure
TIDCUST302_6069,CUST107,430.16,Credit,Checking,2025-02-07 21:27:26.670345,B003,GBP,Success
TIDCUST107_6070,CUST158,4512.11,Credit,Checking,2025-01-23 00:54:26.670345,B001,INR,Failure
TIDCUST158_6071,CUST496,3225.91,Credit,Checking,2025-01-20 02:41:26.670345,B002,INR,Failure
TIDCUST496_6072,CUST355,3616.19,Credit,Savings,2025-01-15 20:36:26.670345,B004,INR,Failure
TIDCUST355_6073,CUST83,3075.02,Credit,Checking,2025-02-10 22:09:26.670345,B001,EUR,Success
TIDCUST83_6074,CUST168,1297.27,Debit,Checking,2025-01-29 04:44:26.670345,B005,EUR,Failure
TIDCUST168_6075,CUST429,3295.08,Debit,Savings,2025-01-27 17:52:26.670345,B002,GBP,Success
TIDCUST429_6076,CUST468,4935.34,Debit,Savings,2025-01-30 03:55:26.670345,B003,INR,Success
TIDCUST468_6077,CUST53,924.72,Debit,Savings,2025-02-09 04:50:26.670345,B001,INR,Success
TIDCUST53_6078,CUST252,997.3,Credit,Checking,2025-02-10 01:36:26.670345,B004,INR,Failure
TIDCUST252_6079,CUST122,1025.29,Credit,Checking,2025-02-08 04:43:26.670345,B005,USD,Failure
TIDCUST122_6080,CUST345,4002.97,Credit,Savings,2025-02-08 12:06:26.670345,B001,EUR,Failure
TIDCUST345_6081,CUST48,3718.0,Credit,Checking,2025-02-06 16:31:26.670345,B003,INR,Success
TIDCUST48_6082,CUST484,4429.19,Debit,Checking,2025-02-06 00:01:26.670345,B004,INR,Success
TIDCUST484_6083,CUST446,379.84,Debit,Savings,2025-02-11 03:56:26.670345,B004,GBP,Failure
TIDCUST446_6084,CUST408,3691.05,Credit,Savings,2025-02-10 20:47:26.670345,B004,EUR,Failure
TIDCUST408_6085,CUST201,502.43,Credit,Savings,2025-02-12 04:45:26.670345,B003,EUR,Failure
TIDCUST201_6086,CUST71,1477.75,Credit,Savings,2025-02-09 05:54:26.670345,B005,GBP,Failure
TIDCUST71_6087,CUST293,692.49,Debit,Savings,2025-02-10 13:18:26.670345,B003,INR,Failure
TIDCUST293_6088,CUST481,1926.43,Credit,Checking,2025-01-16 00:17:26.670345,B001,EUR,Failure
TIDCUST481_6089,CUST472,1085.13,Debit,Savings,2025-01-17 07:36:26.670345,B003,INR,Failure
TIDCUST472_6090,CUST488,4173.89,Credit,Savings,2025-01-20 06:22:26.670345,B005,INR,Failure
TIDCUST488_6091,CUST215,2093.36,Credit,Checking,2025-01-26 07:44:26.670345,B004,USD,Failure
TIDCUST215_6092,CUST324,148.96,Debit,Savings,2025-01-15 00:26:26.670345,B003,GBP,Failure
TIDCUST324_6093,CUST83,1425.25,Credit,Checking,2025-01-30 14:30:26.670345,B003,EUR,Failure
TIDCUST83_6094,CUST246,2492.3,Credit,Checking,2025-02-11 06:56:26.670345,B003,INR,Failure
TIDCUST246_6095,CUST336,1278.93,Credit,Savings,2025-01-21 08:17:26.670345,B003,GBP,Failure
TIDCUST336_6096,CUST489,605.57,Credit,Checking,2025-02-04 04:59:26.670345,B005,GBP,Success
TIDCUST489_6097,CUST106,4277.97,Credit,Savings,2025-01-18 20:59:26.670345,B001,GBP,Success
TIDCUST106_6098,CUST22,1834.8,Debit,Savings,2025-02-04 10:34:26.670345,B004,EUR,Failure
TIDCUST22_6099,CUST6,2129.17,Debit,Savings,2025-02-12 15:41:26.670345,B002,USD,Success
TIDCUST6_6100,CUST348,422.82,Debit,Checking,2025-02-04 03:07:26.670345,B001,EUR,Success
TIDCUST348_6101,CUST41,277.99,Credit,Savings,2025-02-04 15:18:26.670345,B004,EUR,Success
TIDCUST41_6102,CUST226,4752.92,Credit,Savings,2025-01-24 21:41:26.670345,B004,GBP,Failure
TIDCUST226_6103,CUST487,4523.28,Debit,Savings,2025-01-21 04:33:26.670345,B003,EUR,Success
TIDCUST487_6104,CUST114,1537.0,Credit,Savings,2025-01-19 09:10:26.670345,B005,INR,Success
TIDCUST114_6105,CUST99,181.31,Credit,Savings,2025-01-24 01:55:26.670345,B001,GBP,Failure
TIDCUST99_6106,CUST288,4065.28,Debit,Checking,2025-01-17 19:48:26.670345,B005,USD,Failure
TIDCUST288_6107,CUST108,2374.74,Debit,Checking,2025-02-07 02:12:26.670345,B004,GBP,Success
TIDCUST108_6108,CUST155,848.84,Debit,Checking,2025-01-18 21:57:26.670345,B001,EUR,Failure
TIDCUST155_6109,CUST411,4143.59,Credit,Savings,2025-02-10 23:16:26.670345,B002,GBP,Failure
TIDCUST411_6110,CUST339,712.18,Debit,Savings,2025-01-22 15:03:26.670345,B003,INR,Failure
TIDCUST339_6111,CUST383,2760.48,Debit,Savings,2025-01-22 14:46:26.670345,B002,GBP,Failure
TIDCUST383_6112,CUST146,308.0,Credit,Savings,2025-02-08 09:08:26.670345,B001,INR,Failure
TIDCUST146_6113,CUST307,3449.71,Debit,Savings,2025-01-21 16:48:26.670345,B001,USD,Success
TIDCUST307_6114,CUST311,750.34,Credit,Savings,2025-01-19 00:17:26.670345,B005,INR,Failure
TIDCUST311_6115,CUST342,3875.07,Debit,Savings,2025-02-01 09:25:26.670345,B005,EUR,Failure
TIDCUST342_6116,CUST55,1307.8,Credit,Savings,2025-02-11 08:13:26.670345,B003,INR,Success
