transaction_id,account_id,transaction_type,amount,currency,channel,transaction_date,status,location,customer_age,customer_income,loan_amount,credit_score
TXN245296,ACC00194,Deposit,49272.41,JPY,POS,2024-10-08,Success,New York,51,167720.13,0,344
TXN236861,ACC00029,Bill Payment,26587.92,USD,Mobile,2024-09-09,Success,Toronto,73,92108.6,0,463
TXN135395,ACC00272,Deposit,23237.13,USD,ATM,2024-09-18,Success,London,69,96774.7,0,414
TXN427757,ACC00067,Transfer,45889.54,INR,POS,2023-09-21,Success,Mumbai,54,90607.94,0,472
TXN356967,ACC00345,Transfer,10414.61,GBP,ATM,2024-09-18,Success,London,58,38041.53,0,719
TXN387306,ACC00074,Deposit,10725.04,GBP,Online,2023-06-14,Success,Tokyo,58,110513.17,0,675
TXN951516,ACC00061,Deposit,10408.74,GBP,ATM,2024-11-07,Pending,Toronto,30,89875.12,0,678
TXN663892,ACC00324,Bill Payment,38082.3,USD,Online,2024-03-23,Pending,Toronto,20,76244.49,0,360
TXN817901,ACC00317,Withdrawal,28527.07,GBP,Mobile,2024-10-10,Success,Tokyo,69,135891.46,0,531
TXN602363,ACC00151,Bill Payment,38351.16,EUR,POS,2023-03-10,Success,London,72,154946.57,0,720
TXN995588,ACC00260,Transfer,15991.12,GBP,Mobile,2024-04-28,Success,Toronto,19,187488.52,0,826
TXN848448,ACC00375,Loan Disbursement,4384.3,JPY,POS,2023-12-12,Success,Mumbai,72,125661.44,0,755
TXN141502,ACC00112,Bill Payment,16861.94,GBP,ATM,2024-07-13,Pending,Toronto,65,79519.29,0,367
TXN252346,ACC00119,Payment,43090.51,GBP,Online,2024-03-01,Success,Tokyo,63,48808.13,0,720
TXN751982,ACC00072,Payment,26791.24,JPY,POS,2024-02-01,Success,London,67,124103.63,0,401
TXN550609,ACC00378,Deposit,25924.89,INR,ATM,2024-09-23,Pending,London,66,107581.89,0,633
TXN593729,ACC00480,Payment,25112.21,JPY,ATM,2024-01-03,Success,Mumbai,39,62103.22,0,453
TXN638802,ACC00115,Withdrawal,14937.4,INR,Mobile,2024-12-04,Failed,Mumbai,27,162308.62,0,586
TXN183735,ACC00233,Bill Payment,26697.39,JPY,Branch,2023-10-15,Failed,Toronto,38,88516.39,0,365
TXN619443,ACC00391,Deposit,24708.77,USD,Online,2024-06-01,Success,New York,24,70162.51,0,825
TXN626502,ACC00432,Transfer,27585.64,JPY,POS,2024-12-17,Success,London,62,147266.6,0,338
TXN897190,ACC00255,Withdrawal,35499.77,EUR,Mobile,2023-04-26,Success,Tokyo,43,76896.19,0,458
TXN840033,ACC00234,Payment,21093.82,INR,Branch,2023-11-24,Success,Mumbai,72,27633.77,0,464
TXN110862,ACC00438,Loan Disbursement,13095.3,EUR,POS,2023-01-17,Success,New York,75,147670.29,0,586
TXN729791,ACC00337,Withdrawal,5896.17,INR,Online,2024-08-14,Success,Tokyo,74,181882.15,0,682
TXN245110,ACC00019,Loan Disbursement,22086.83,GBP,Mobile,2024-11-23,Success,Mumbai,26,27443.88,0,442
TXN133921,ACC00170,Transfer,49505.14,JPY,Branch,2023-08-05,Success,Sydney,59,116360.2,0,843
TXN308317,ACC00020,Withdrawal,46116.64,EUR,POS,2023-10-14,Success,Mumbai,48,94666.65,0,736
TXN496255,ACC00453,Bill Payment,22183.96,JPY,ATM,2024-07-21,Success,Tokyo,45,111753.36,0,803
TXN254191,ACC00369,Loan Disbursement,18246.83,USD,ATM,2024-10-29,Success,Sydney,74,32935.71,0,637
TXN968456,ACC00118,Loan Disbursement,23951.7,INR,Mobile,2024-08-27,Success,Mumbai,33,49511.22,0,402
TXN663486,ACC00192,Deposit,34653.49,GBP,Online,2024-07-28,Success,New York,26,35461.92,0,697
TXN662175,ACC00033,Deposit,35620.0,INR,POS,2023-05-14,Success,Sydney,21,182145.21,0,786
TXN826192,ACC00115,Withdrawal,35040.12,JPY,ATM,2023-10-07,Success,London,67,64879.88,0,810
TXN140847,ACC00418,Withdrawal,49738.93,INR,Mobile,2024-09-17,Success,Toronto,43,132340.39,0,437
TXN427846,ACC00388,Deposit,13324.31,JPY,Branch,2023-11-29,Success,Mumbai,36,27256.22,0,584
TXN559586,ACC00368,Withdrawal,33832.8,USD,Mobile,2024-06-30,Success,Toronto,57,184374.41,0,500
TXN206328,ACC00495,Loan Disbursement,2288.16,EUR,POS,2024-05-01,Success,Mumbai,42,191436.97,0,468
TXN192074,ACC00468,Loan Disbursement,17254.7,USD,ATM,2024-10-29,Success,London,50,172908.66,0,435
TXN502839,ACC00456,Transfer,10021.63,USD,POS,2024-11-07,Success,Sydney,36,80678.9,0,428
TXN599423,ACC00219,Deposit,39764.87,USD,ATM,2024-07-12,Success,Toronto,42,139737.66,0,729
TXN358932,ACC00033,Payment,15395.88,JPY,Branch,2023-03-18,Success,Sydney,27,170640.86,0,519
TXN206768,ACC00275,Loan Disbursement,18625.44,JPY,POS,2023-01-06,Success,Toronto,47,81485.83,0,316
TXN143499,ACC00384,Transfer,32720.7,INR,Mobile,2023-11-01,Success,New York,19,117433.45,0,500
TXN353345,ACC00384,Payment,4058.73,USD,POS,2023-07-07,Success,New York,29,24262.08,0,581
TXN246492,ACC00112,Deposit,25153.28,GBP,ATM,2023-05-16,Failed,London,73,90488.41,0,329
TXN926845,ACC00297,Deposit,46607.86,JPY,Mobile,2023-02-27,Failed,Sydney,64,189945.64,0,741
TXN344254,ACC00278,Withdrawal,41871.97,EUR,POS,2023-08-04,Pending,Toronto,46,171274.64,0,355
TXN217562,ACC00476,Transfer,49899.86,JPY,ATM,2024-10-17,Success,Tokyo,74,67496.88,0,511
TXN373979,ACC00228,Deposit,4842.02,EUR,ATM,2023-01-15,Success,London,57,96237.87,0,305
TXN930691,ACC00077,Transfer,19713.91,JPY,Mobile,2024-11-19,Success,Tokyo,69,36822.74,0,694
TXN998177,ACC00381,Withdrawal,36499.16,JPY,Online,2023-12-11,Success,London,60,84633.98,0,669
TXN499678,ACC00308,Withdrawal,47677.85,INR,ATM,2023-07-22,Success,Toronto,31,72721.35,0,787
TXN271692,ACC00147,Payment,1456.97,USD,ATM,2023-04-09,Success,London,55,69925.09,0,583
TXN565166,ACC00374,Deposit,24097.8,EUR,Online,2023-06-21,Success,Toronto,21,62915.0,0,377
TXN275886,ACC00021,Payment,23979.95,GBP,Online,2024-11-28,Success,Tokyo,42,120439.91,0,323
TXN470593,ACC00481,Payment,41260.89,EUR,ATM,2024-08-03,Success,Sydney,64,168324.99,0,386
TXN324951,ACC00072,Transfer,21401.21,INR,ATM,2023-12-12,Success,Mumbai,71,195619.64,0,505
TXN444439,ACC00183,Loan Disbursement,24853.85,USD,Mobile,2023-01-02,Success,Toronto,56,152813.58,0,615
TXN503982,ACC00072,Deposit,42383.11,EUR,Branch,2024-09-03,Success,New York,70,122107.69,0,462
TXN585815,ACC00012,Deposit,27490.92,JPY,ATM,2024-01-16,Success,Tokyo,30,182679.7,0,358
TXN656047,ACC00383,Withdrawal,38853.35,EUR,Branch,2023-04-24,Failed,Mumbai,21,138418.95,0,761
TXN234508,ACC00215,Bill Payment,20267.28,GBP,Mobile,2024-06-08,Failed,Mumbai,61,80065.08,0,477
TXN673034,ACC00003,Bill Payment,10013.13,GBP,POS,2023-06-22,Pending,Mumbai,46,81166.28,0,657
TXN662826,ACC00158,Payment,49122.38,JPY,POS,2024-08-08,Success,New York,45,79563.53,0,406
TXN809368,ACC00120,Payment,40617.61,JPY,POS,2023-01-27,Success,Sydney,57,109696.15,0,655
TXN329423,ACC00314,Loan Disbursement,15858.56,GBP,Online,2023-12-10,Success,Tokyo,46,133979.01,0,797
TXN594078,ACC00350,Deposit,3185.23,EUR,Branch,2024-10-06,Success,New York,51,83299.54,0,478
TXN881009,ACC00073,Bill Payment,43129.82,INR,Branch,2024-03-03,Success,London,65,119556.93,0,613
TXN432405,ACC00067,Transfer,44588.14,USD,Branch,2024-12-13,Success,Sydney,36,98255.72,0,795
TXN279777,ACC00496,Deposit,38595.8,JPY,ATM,2024-08-09,Success,Mumbai,41,70864.91,0,340
TXN825523,ACC00115,Transfer,17588.18,EUR,POS,2024-07-16,Success,New York,66,75421.53,0,630
TXN525024,ACC00177,Withdrawal,25892.42,JPY,ATM,2024-03-13,Success,Toronto,57,76063.14,0,419
TXN783166,ACC00439,Transfer,3774.41,JPY,Branch,2023-05-06,Success,Toronto,21,77408.63,0,818
TXN454540,ACC00163,Payment,48034.28,INR,Branch,2023-01-12,Failed,Tokyo,18,106381.15,0,819
TXN421564,ACC00062,Withdrawal,43695.81,USD,POS,2023-12-28,Success,London,60,107811.93,0,444
TXN186817,ACC00064,Bill Payment,24264.27,USD,POS,2023-10-03,Success,London,37,51663.0,0,505
TXN460152,ACC00389,Transfer,24156.19,GBP,Mobile,2023-10-08,Success,Sydney,72,113929.72,0,374
TXN383665,ACC00220,Withdrawal,20592.62,INR,Online,2024-02-03,Success,New York,27,96476.18,0,769
TXN783096,ACC00284,Deposit,17365.87,JPY,ATM,2023-07-29,Success,New York,42,66206.19,0,520
TXN991718,ACC00313,Deposit,30218.38,EUR,POS,2024-03-25,Success,Toronto,35,182995.76,0,330
TXN498631,ACC00399,Deposit,35606.68,INR,POS,2023-08-25,Success,Sydney,68,170388.32,0,473
TXN165740,ACC00446,Loan Disbursement,16556.26,INR,Online,2023-02-24,Success,Sydney,38,93418.71,0,628
TXN430756,ACC00396,Payment,23465.22,EUR,Mobile,2023-01-05,Pending,London,66,110092.58,0,685
TXN171237,ACC00152,Withdrawal,8050.5,JPY,ATM,2024-03-13,Success,Sydney,62,89042.84,0,388
TXN554971,ACC00459,Payment,37986.77,GBP,POS,2024-06-18,Failed,Tokyo,57,72685.4,0,817
TXN272192,ACC00043,Transfer,2971.43,INR,Branch,2024-04-13,Success,London,39,32207.37,0,499
TXN629838,ACC00483,Withdrawal,41974.14,INR,Branch,2023-06-25,Success,Mumbai,23,159200.77,0,523
TXN830402,ACC00474,Transfer,26683.63,INR,Branch,2023-07-30,Success,Mumbai,38,199289.67,0,655
TXN139276,ACC00162,Withdrawal,26020.85,EUR,POS,2024-05-02,Success,London,24,93194.06,0,625
TXN158979,ACC00371,Deposit,10347.12,INR,ATM,2023-06-15,Success,Mumbai,66,161149.47,0,643
TXN319941,ACC00324,Payment,19965.94,INR,ATM,2023-03-20,Success,New York,48,67587.02,0,559
TXN593729,ACC00453,Payment,37974.2,EUR,ATM,2024-01-14,Failed,Tokyo,74,132569.96,0,772
TXN847912,ACC00393,Withdrawal,41708.29,USD,Branch,2023-12-24,Success,Sydney,72,94797.48,0,603
TXN263406,ACC00280,Transfer,47059.38,EUR,Online,2024-11-08,Failed,New York,46,155762.67,0,714
TXN396401,ACC00058,Withdrawal,29613.48,GBP,Branch,2024-01-21,Success,London,46,186154.88,0,578
TXN850889,ACC00457,Payment,38161.0,INR,Branch,2023-08-22,Success,London,65,157741.89,0,732
TXN310199,ACC00324,Withdrawal,31581.89,EUR,POS,2024-08-18,Success,Toronto,46,21344.29,0,671
TXN756278,ACC00379,Loan Disbursement,17661.57,EUR,Branch,2024-07-06,Success,Toronto,18,112610.22,0,321
TXN465457,ACC00451,Payment,26825.49,JPY,ATM,2023-06-13,Success,Toronto,75,199015.54,0,808
TXN573925,ACC00173,Bill Payment,35947.84,GBP,Online,2023-02-28,Success,Tokyo,55,71320.24,0,531
TXN350960,ACC00191,Payment,24986.68,INR,POS,2024-05-24,Failed,London,43,145397.79,0,305
TXN178982,ACC00476,Deposit,16721.97,EUR,ATM,2024-11-26,Pending,Mumbai,44,130205.85,0,639
TXN103166,ACC00269,Payment,21530.71,JPY,ATM,2023-02-28,Success,London,43,112860.57,0,781
TXN512777,ACC00257,Payment,34882.32,INR,Online,2023-12-17,Pending,New York,68,77725.38,0,394
TXN422614,ACC00416,Bill Payment,47112.3,EUR,Mobile,2024-11-21,Failed,London,44,50205.09,0,807
TXN297126,ACC00026,Bill Payment,26890.76,INR,Mobile,2024-02-19,Success,London,66,144786.61,0,412
TXN254962,ACC00015,Payment,38199.98,EUR,POS,2023-02-18,Success,Sydney,52,130267.19,0,353
TXN503747,ACC00034,Transfer,9831.75,USD,ATM,2024-08-13,Success,New York,19,24478.49,0,591
TXN126785,ACC00401,Payment,38435.12,GBP,Online,2024-10-14,Success,New York,28,101233.08,0,346
TXN338741,ACC00436,Transfer,37704.13,GBP,POS,2024-04-16,Failed,Mumbai,73,75675.95,0,843
TXN291726,ACC00453,Bill Payment,17688.6,EUR,Mobile,2024-01-16,Success,New York,59,68603.35,0,524
TXN399065,ACC00220,Loan Disbursement,27526.64,JPY,ATM,2024-04-15,Success,Tokyo,52,193784.7,0,756
TXN322454,ACC00087,Bill Payment,30777.65,INR,POS,2024-02-13,Failed,Mumbai,19,124422.76,0,693
TXN344545,ACC00346,Payment,9920.03,INR,Branch,2024-04-15,Failed,London,25,185293.87,0,437
TXN317859,ACC00132,Withdrawal,38883.92,JPY,Online,2024-07-24,Success,Toronto,50,96238.78,0,506
TXN991622,ACC00045,Withdrawal,22199.39,EUR,POS,2023-12-18,Pending,Sydney,40,145469.49,0,757
TXN928457,ACC00073,Loan Disbursement,7065.09,INR,Online,2023-05-27,Success,London,61,117050.71,0,849
TXN789178,ACC00127,Bill Payment,8884.64,GBP,POS,2024-03-26,Success,Toronto,50,151280.8,0,539
TXN717545,ACC00194,Deposit,13329.7,EUR,Branch,2023-07-24,Success,Toronto,41,115571.17,0,557
TXN692210,ACC00306,Loan Disbursement,37185.22,INR,Branch,2024-01-02,Success,New York,39,134410.66,0,443
TXN376956,ACC00260,Loan Disbursement,16794.27,GBP,POS,2024-08-25,Success,Toronto,68,174996.62,0,747
TXN904826,ACC00348,Payment,7978.65,EUR,Mobile,2023-06-26,Success,London,18,173135.87,0,708
TXN291410,ACC00050,Bill Payment,48035.97,JPY,ATM,2024-11-09,Success,Mumbai,55,74676.08,0,726
TXN743748,ACC00029,Deposit,41033.41,USD,ATM,2023-10-21,Success,New York,27,81709.09,0,824
TXN988125,ACC00411,Loan Disbursement,7225.7,EUR,POS,2024-03-26,Success,Sydney,64,87106.62,0,382
TXN201986,ACC00175,Withdrawal,3949.15,USD,Branch,2024-02-28,Success,Tokyo,49,99420.22,0,540
TXN304788,ACC00198,Withdrawal,38256.58,GBP,Mobile,2024-07-03,Success,Toronto,32,52582.83,0,732
TXN586792,ACC00126,Deposit,44789.92,USD,POS,2024-04-05,Success,Toronto,32,30357.73,0,334
TXN690677,ACC00416,Payment,10598.95,JPY,Branch,2023-06-15,Success,London,43,28073.67,0,648
TXN602897,ACC00065,Payment,9850.84,EUR,ATM,2023-02-16,Pending,London,21,163991.16,0,811
TXN272599,ACC00369,Loan Disbursement,17364.06,INR,Branch,2024-06-28,Success,London,39,62767.42,0,749
TXN661326,ACC00019,Transfer,44183.78,EUR,Online,2024-01-21,Pending,London,64,167829.16,0,810
TXN148809,ACC00499,Withdrawal,11389.38,EUR,Branch,2024-08-05,Failed,Mumbai,24,77802.3,0,317
TXN631144,ACC00101,Payment,17292.1,GBP,ATM,2024-08-29,Success,Sydney,36,58586.09,0,600
TXN188292,ACC00019,Deposit,9990.16,INR,ATM,2024-01-22,Pending,Sydney,71,129327.04,0,704
TXN264180,ACC00205,Bill Payment,49419.68,GBP,Online,2024-12-14,Success,Toronto,21,120944.37,0,700
TXN330138,ACC00368,Deposit,1231.74,GBP,Branch,2023-07-13,Success,London,56,123645.16,0,576
TXN849645,ACC00277,Payment,22234.52,USD,Branch,2023-09-08,Success,Tokyo,37,114789.08,0,607
TXN428466,ACC00407,Transfer,28367.01,JPY,POS,2024-10-16,Success,Sydney,51,58925.67,0,703
TXN163578,ACC00385,Withdrawal,8737.91,JPY,POS,2023-03-19,Success,Mumbai,47,33147.98,0,304
TXN291255,ACC00442,Payment,14846.66,EUR,Mobile,2024-01-17,Success,Toronto,47,105592.61,0,499
TXN436294,ACC00062,Payment,48301.52,JPY,Online,2023-02-02,Pending,London,57,31768.89,0,570
TXN544859,ACC00001,Deposit,23963.98,GBP,POS,2023-09-19,Success,Mumbai,60,124954.22,0,630
TXN610472,ACC00030,Payment,34049.22,EUR,Mobile,2023-10-15,Success,London,68,90746.7,0,817
TXN263776,ACC00080,Transfer,3623.78,GBP,ATM,2024-07-04,Success,Sydney,40,43749.64,0,529
TXN800943,ACC00303,Bill Payment,34278.19,JPY,ATM,2024-06-20,Success,Toronto,32,51531.62,0,424
TXN379258,ACC00336,Bill Payment,11385.77,INR,POS,2023-03-16,Success,Toronto,39,21937.65,0,546
TXN275748,ACC00020,Loan Disbursement,6762.43,INR,Mobile,2024-07-30,Success,London,34,136938.42,0,383
TXN168762,ACC00345,Deposit,43371.1,GBP,ATM,2024-12-03,Success,Toronto,65,106355.51,0,762
TXN883762,ACC00294,Bill Payment,41133.92,INR,Mobile,2024-01-24,Success,Toronto,59,173161.61,0,719
TXN560050,ACC00290,Transfer,44779.37,JPY,Online,2024-03-06,Success,New York,61,75063.59,0,505
TXN824161,ACC00173,Withdrawal,8929.56,JPY,Mobile,2023-01-15,Success,Sydney,74,156375.29,0,385
TXN477887,ACC00173,Transfer,44833.36,USD,POS,2024-05-06,Success,Mumbai,58,147996.71,0,394
TXN485745,ACC00284,Bill Payment,36068.7,EUR,Online,2023-07-27,Success,London,74,53978.82,0,487
TXN234139,ACC00119,Payment,47057.35,JPY,Mobile,2024-01-17,Success,Sydney,30,49414.0,0,550
TXN115251,ACC00355,Withdrawal,4633.29,EUR,ATM,2023-10-17,Success,Toronto,51,126112.15,0,775
TXN893307,ACC00024,Bill Payment,43021.47,INR,POS,2024-07-22,Success,New York,31,85910.95,0,705
TXN476120,ACC00368,Loan Disbursement,46516.27,INR,Online,2023-07-13,Success,Mumbai,62,141209.12,0,591
TXN931650,ACC00279,Withdrawal,7055.72,USD,ATM,2023-06-04,Success,Toronto,28,62363.92,0,378
TXN244951,ACC00259,Transfer,42832.31,GBP,Branch,2023-03-09,Success,Toronto,32,194431.74,0,734
TXN216955,ACC00453,Deposit,9195.99,JPY,POS,2023-05-11,Success,London,38,182500.97,0,721
TXN706895,ACC00228,Bill Payment,32364.08,USD,Branch,2023-02-24,Success,London,37,160490.97,0,518
TXN426045,ACC00012,Withdrawal,14672.18,EUR,Mobile,2024-07-04,Success,New York,54,86202.38,0,316
TXN825779,ACC00167,Deposit,49814.92,INR,Branch,2023-04-23,Success,Tokyo,35,32470.81,0,484
TXN987217,ACC00350,Bill Payment,30204.12,GBP,Mobile,2023-07-12,Success,Mumbai,63,153270.61,0,709
TXN180347,ACC00348,Withdrawal,28064.27,INR,ATM,2024-02-13,Pending,Sydney,21,25293.88,0,729
TXN508104,ACC00098,Bill Payment,31701.57,GBP,ATM,2023-09-24,Success,New York,42,104387.02,0,543
TXN593539,ACC00348,Transfer,3311.49,EUR,ATM,2024-12-05,Pending,Mumbai,45,28239.55,0,750
TXN106792,ACC00231,Bill Payment,34207.38,INR,Mobile,2023-04-17,Success,New York,21,165050.42,0,606
TXN279287,ACC00394,Withdrawal,27642.74,JPY,Branch,2023-06-25,Success,Tokyo,38,29012.18,0,307
TXN929108,ACC00165,Deposit,34497.84,JPY,Branch,2023-09-22,Success,Tokyo,67,83440.63,0,532
TXN110589,ACC00355,Deposit,44789.43,INR,Online,2023-09-27,Success,Tokyo,27,91060.0,0,585
TXN761999,ACC00407,Payment,34082.61,JPY,Branch,2024-12-19,Pending,New York,57,73065.6,0,444
TXN198997,ACC00179,Bill Payment,27250.08,USD,Branch,2023-11-06,Pending,Toronto,69,147891.18,0,694
TXN800778,ACC00284,Transfer,13737.19,GBP,Branch,2023-04-14,Success,New York,60,129515.18,0,317
TXN526091,ACC00227,Transfer,29030.54,JPY,Mobile,2023-10-07,Pending,Tokyo,53,52412.97,0,382
TXN314189,ACC00340,Transfer,28104.68,GBP,ATM,2024-09-13,Success,Sydney,69,184717.3,0,343
TXN207367,ACC00415,Deposit,20784.12,INR,Mobile,2024-03-28,Success,Mumbai,73,101367.07,0,738
TXN929953,ACC00342,Payment,28408.96,USD,POS,2024-10-14,Success,Toronto,53,177010.64,0,772
TXN648239,ACC00103,Payment,21044.34,USD,ATM,2023-12-07,Success,Mumbai,71,45455.78,0,702
TXN437803,ACC00062,Transfer,21607.29,GBP,Online,2023-04-03,Success,New York,20,185956.83,0,507
TXN592246,ACC00406,Loan Disbursement,31055.5,USD,Branch,2024-01-31,Success,Toronto,61,159627.67,0,400
TXN584205,ACC00153,Transfer,3383.42,EUR,POS,2023-10-31,Pending,Mumbai,37,129342.31,0,325
TXN638270,ACC00065,Loan Disbursement,15652.16,INR,POS,2023-09-11,Failed,Mumbai,34,144266.75,0,466
TXN205125,ACC00223,Loan Disbursement,34327.37,GBP,POS,2024-06-25,Success,New York,53,156626.96,0,761
TXN176123,ACC00042,Bill Payment,46946.47,USD,Mobile,2024-09-21,Success,Tokyo,28,146092.06,0,469
TXN842044,ACC00059,Withdrawal,33665.65,EUR,ATM,2024-07-26,Success,Sydney,61,55704.73,0,326
TXN974757,ACC00123,Transfer,44376.78,EUR,POS,2024-04-14,Failed,Sydney,49,170124.31,0,558
TXN178209,ACC00351,Transfer,22901.5,INR,POS,2024-08-01,Success,Toronto,31,90273.26,0,648
TXN564392,ACC00123,Deposit,39340.49,USD,Mobile,2023-01-14,Failed,New York,57,111199.24,0,837
TXN104314,ACC00024,Payment,19923.53,INR,Mobile,2023-08-24,Success,Toronto,59,55282.47,0,322
TXN342484,ACC00236,Transfer,30212.35,INR,Mobile,2023-09-11,Success,London,21,50100.62,0,650
TXN921231,ACC00069,Loan Disbursement,28494.56,GBP,Mobile,2024-11-05,Success,Sydney,58,25195.21,0,573
TXN243545,ACC00068,Withdrawal,26431.88,USD,Mobile,2024-08-07,Success,Sydney,33,144839.24,0,429
TXN541465,ACC00219,Loan Disbursement,12831.5,USD,ATM,2023-05-15,Pending,New York,74,158475.1,0,431
TXN150587,ACC00464,Bill Payment,6031.5,EUR,Branch,2023-04-30,Failed,New York,69,172620.46,0,668
TXN394041,ACC00294,Deposit,38857.38,GBP,POS,2023-04-10,Success,Sydney,68,177937.54,0,311
TXN695670,ACC00072,Bill Payment,43009.14,EUR,POS,2024-06-19,Success,London,61,102849.85,0,813
TXN545161,ACC00342,Loan Disbursement,18397.78,JPY,Branch,2023-05-15,Success,Tokyo,46,62748.69,0,477
TXN917050,ACC00005,Withdrawal,32545.16,USD,Online,2024-01-14,Success,New York,38,75583.45,0,544
TXN613328,ACC00498,Transfer,44872.75,INR,Mobile,2024-09-18,Success,Mumbai,64,50384.9,0,585
TXN376082,ACC00202,Transfer,44908.9,EUR,POS,2024-09-19,Success,London,62,173653.41,0,325
TXN387436,ACC00373,Withdrawal,40656.78,INR,Branch,2024-09-27,Success,Sydney,26,123830.89,0,787
TXN999475,ACC00181,Payment,48590.54,INR,Branch,2024-06-20,Success,Tokyo,30,30998.82,0,808
TXN960543,ACC00202,Deposit,36178.21,INR,Online,2023-08-30,Success,London,67,94544.89,0,572
TXN494420,ACC00264,Payment,5781.53,JPY,POS,2023-12-01,Success,Toronto,38,150919.7,0,805
TXN272647,ACC00172,Deposit,1657.05,EUR,POS,2024-01-30,Success,Mumbai,47,69062.89,0,395
TXN204444,ACC00131,Withdrawal,8802.39,USD,Mobile,2024-01-25,Pending,Sydney,56,145793.61,0,391
TXN104140,ACC00459,Withdrawal,45333.06,EUR,ATM,2024-08-25,Failed,Mumbai,48,29719.34,0,472
TXN252720,ACC00374,Payment,7350.92,GBP,POS,2024-08-23,Pending,Tokyo,65,112288.58,0,665
TXN418980,ACC00391,Deposit,40986.97,GBP,ATM,2024-03-16,Failed,Toronto,26,188836.86,0,792
TXN226474,ACC00153,Payment,17384.86,EUR,ATM,2023-01-21,Failed,Toronto,25,169448.56,0,318
TXN566209,ACC00247,Loan Disbursement,617.7,USD,Mobile,2023-04-21,Failed,New York,23,165617.41,0,784
TXN232226,ACC00096,Payment,38080.48,INR,POS,2024-06-05,Failed,London,30,117725.15,0,763
TXN390077,ACC00302,Loan Disbursement,21383.59,GBP,ATM,2024-10-24,Success,New York,28,117289.92,0,599
TXN947883,ACC00313,Loan Disbursement,20454.67,INR,Mobile,2023-05-30,Success,Mumbai,57,96438.96,0,534
TXN860653,ACC00291,Bill Payment,3424.77,JPY,ATM,2024-04-23,Success,New York,56,135560.7,0,743
TXN993422,ACC00090,Deposit,15810.07,GBP,POS,2023-10-16,Success,Toronto,27,188050.28,0,813
TXN682063,ACC00153,Payment,30323.9,USD,Branch,2024-06-22,Success,Sydney,41,176581.85,0,724
TXN233664,ACC00232,Withdrawal,9299.24,EUR,Online,2023-07-26,Success,Sydney,30,156027.53,0,624
TXN282656,ACC00151,Payment,10743.21,USD,Mobile,2023-12-27,Success,New York,59,66411.31,0,442
TXN292904,ACC00399,Bill Payment,32688.1,GBP,Online,2023-12-06,Success,London,68,105742.22,0,316
TXN131597,ACC00088,Transfer,44412.13,GBP,POS,2023-08-03,Success,Tokyo,51,134593.9,0,632
TXN684588,ACC00496,Withdrawal,3570.67,EUR,Mobile,2024-07-15,Pending,Tokyo,65,138657.69,0,472
TXN533315,ACC00093,Payment,903.29,JPY,POS,2023-06-11,Success,Toronto,60,124751.16,0,763
TXN240766,ACC00193,Transfer,34138.4,INR,ATM,2024-11-05,Success,Mumbai,35,57379.92,0,548
TXN153011,ACC00186,Loan Disbursement,11111.82,INR,Branch,2023-01-30,Success,Sydney,62,155022.46,0,429
TXN499436,ACC00374,Withdrawal,2507.65,INR,ATM,2023-01-31,Success,Mumbai,55,104621.92,0,312
TXN732362,ACC00401,Withdrawal,28332.59,USD,ATM,2023-12-26,Success,Mumbai,20,191348.87,0,423
TXN657297,ACC00323,Payment,22508.41,USD,POS,2023-11-27,Success,Tokyo,36,148251.85,0,532
TXN431203,ACC00105,Loan Disbursement,44612.77,INR,ATM,2024-11-19,Pending,Mumbai,57,23124.48,0,303
TXN458704,ACC00169,Deposit,7028.04,USD,Mobile,2024-03-07,Success,Toronto,59,25913.3,0,514
TXN938004,ACC00409,Transfer,22303.54,USD,Branch,2024-09-26,Success,Sydney,63,57825.92,0,657
TXN843448,ACC00079,Payment,27022.48,JPY,ATM,2023-01-05,Pending,New York,28,122064.29,0,620
TXN228417,ACC00151,Loan Disbursement,47404.83,INR,POS,2023-08-16,Success,Tokyo,70,138110.87,0,469
TXN619975,ACC00292,Payment,12216.53,JPY,Mobile,2024-06-29,Success,Mumbai,25,176935.53,0,367
TXN341858,ACC00465,Withdrawal,30716.43,JPY,Online,2024-04-14,Success,Sydney,43,80855.41,0,674
TXN134264,ACC00331,Bill Payment,49453.63,EUR,ATM,2024-05-29,Success,Sydney,60,90656.8,0,441
TXN270480,ACC00276,Loan Disbursement,9783.86,USD,Branch,2023-05-24,Success,New York,22,35821.43,0,524
TXN321493,ACC00102,Withdrawal,12570.16,USD,ATM,2023-10-19,Pending,Toronto,69,153729.29,0,656
TXN131768,ACC00191,Loan Disbursement,10434.84,EUR,Branch,2023-02-21,Success,Toronto,74,97277.49,0,601
TXN136873,ACC00187,Deposit,3258.63,JPY,Mobile,2024-03-22,Success,Tokyo,32,188514.66,0,613
TXN339572,ACC00298,Deposit,29786.02,USD,Mobile,2024-02-10,Success,Tokyo,32,110465.49,0,333
TXN451200,ACC00264,Transfer,37319.59,USD,POS,2023-12-25,Success,Tokyo,20,183271.67,0,655
TXN120719,ACC00189,Deposit,16688.21,GBP,Mobile,2023-11-01,Failed,New York,51,69888.73,0,357
TXN391976,ACC00171,Withdrawal,38979.11,USD,Mobile,2023-11-19,Success,London,63,182949.77,0,694
TXN875561,ACC00458,Deposit,12490.85,USD,Branch,2023-10-06,Success,New York,40,92903.31,0,785
