id,category,value,timestamp
35922,Clothing,111.38,2023-01-25 22:41:00
35923,Books,578.57,2023-01-25 22:42:00
35924,Food,680.24,2023-01-25 22:43:00
35925,Books,512.4,2023-01-25 22:44:00
35926,Books,670.69,2023-01-25 22:45:00
35927,Clothing,754.35,2023-01-25 22:46:00
35928,Electronics,449.51,2023-01-25 22:47:00
35929,Books,507.5,2023-01-25 22:48:00
35930,Books,638.48,2023-01-25 22:49:00
35931,Food,620.12,2023-01-25 22:50:00
35932,Clothing,490.46,2023-01-25 22:51:00
35933,Electronics,260.91,2023-01-25 22:52:00
35934,Food,684.73,2023-01-25 22:53:00
35935,Electronics,394.18,2023-01-25 22:54:00
35936,Electronics,463.71,2023-01-25 22:55:00
35937,Books,529.88,2023-01-25 22:56:00
35938,Food,473.22,2023-01-25 22:57:00
35939,Books,665.22,2023-01-25 22:58:00
35940,Furniture,519.11,2023-01-25 22:59:00
35941,Electronics,305.87,2023-01-25 23:00:00
35942,Food,958.01,2023-01-25 23:01:00
35943,Clothing,986.84,2023-01-25 23:02:00
35944,Books,82.09,2023-01-25 23:03:00
35945,Furniture,678.09,2023-01-25 23:04:00
35946,Furniture,887.84,2023-01-25 23:05:00
35947,Furniture,951.83,2023-01-25 23:06:00
35948,Books,814.26,2023-01-25 23:07:00
35949,Clothing,893.56,2023-01-25 23:08:00
35950,Food,362.86,2023-01-25 23:09:00
35951,Electronics,832.61,2023-01-25 23:10:00
35952,Clothing,615.1,2023-01-25 23:11:00
35953,Books,431.36,2023-01-25 23:12:00
35954,Food,810.33,2023-01-25 23:13:00
35955,Electronics,228.41,2023-01-25 23:14:00
35956,Food,948.32,2023-01-25 23:15:00
35957,Electronics,467.5,2023-01-25 23:16:00
35958,Electronics,850.44,2023-01-25 23:17:00
35959,Furniture,253.14,2023-01-25 23:18:00
35960,Books,894.7,2023-01-25 23:19:00
35961,Clothing,549.45,2023-01-25 23:20:00
35962,Furniture,280.14,2023-01-25 23:21:00
35963,Furniture,605.4,2023-01-25 23:22:00
35964,Food,83.22,2023-01-25 23:23:00
35965,Electronics,366.33,2023-01-25 23:24:00
35966,Electronics,534.26,2023-01-25 23:25:00
35967,Food,531.19,2023-01-25 23:26:00
35968,Books,617.95,2023-01-25 23:27:00
35969,Electronics,52.79,2023-01-25 23:28:00
35970,Furniture,768.81,2023-01-25 23:29:00
35971,Furniture,102.33,2023-01-25 23:30:00
35972,Electronics,941.5,2023-01-25 23:31:00
35973,Electronics,552.45,2023-01-25 23:32:00
35974,Books,980.57,2023-01-25 23:33:00
35975,Electronics,189.96,2023-01-25 23:34:00
35976,Books,778.22,2023-01-25 23:35:00
35977,Furniture,587.1,2023-01-25 23:36:00
35978,Books,837.4,2023-01-25 23:37:00
35979,Electronics,61.05,2023-01-25 23:38:00
35980,Clothing,371.58,2023-01-25 23:39:00
35981,Electronics,662.69,2023-01-25 23:40:00
35982,Clothing,294.89,2023-01-25 23:41:00
35983,Furniture,909.83,2023-01-25 23:42:00
35984,Food,774.55,2023-01-25 23:43:00
35985,Furniture,378.09,2023-01-25 23:44:00
35986,Furniture,158.47,2023-01-25 23:45:00
35987,Furniture,673.69,2023-01-25 23:46:00
35988,Books,722.29,2023-01-25 23:47:00
35989,Furniture,280.67,2023-01-25 23:48:00
35990,Food,97.96,2023-01-25 23:49:00
35991,Electronics,141.82,2023-01-25 23:50:00
35992,Clothing,879.07,2023-01-25 23:51:00
35993,Furniture,384.35,2023-01-25 23:52:00
35994,Clothing,801.42,2023-01-25 23:53:00
35995,Furniture,405.24,2023-01-25 23:54:00
35996,Books,767.28,2023-01-25 23:55:00
35997,Clothing,841.76,2023-01-25 23:56:00
35998,Furniture,335.05,2023-01-25 23:57:00
35999,Furniture,995.69,2023-01-25 23:58:00
36000,Food,184.18,2023-01-25 23:59:00
36001,Food,567.12,2023-01-26 00:00:00
36002,Food,668.82,2023-01-26 00:01:00
36003,Books,162.35,2023-01-26 00:02:00
36004,Clothing,43.19,2023-01-26 00:03:00
36005,Books,127.79,2023-01-26 00:04:00
36006,Electronics,153.84,2023-01-26 00:05:00
36007,Furniture,641.12,2023-01-26 00:06:00
36008,Furniture,971.25,2023-01-26 00:07:00
36009,Furniture,500.33,2023-01-26 00:08:00
36010,Food,796.12,2023-01-26 00:09:00
36011,Furniture,114.21,2023-01-26 00:10:00
36012,Food,358.92,2023-01-26 00:11:00
36013,Electronics,165.44,2023-01-26 00:12:00
36014,Books,689.85,2023-01-26 00:13:00
36015,Books,959.27,2023-01-26 00:14:00
36016,Books,334.41,2023-01-26 00:15:00
36017,Food,314.69,2023-01-26 00:16:00
36018,Clothing,442.76,2023-01-26 00:17:00
36019,Clothing,113.93,2023-01-26 00:18:00
36020,Electronics,762.96,2023-01-26 00:19:00
36021,Clothing,915.49,2023-01-26 00:20:00
36022,Electronics,99.1,2023-01-26 00:21:00
36023,Furniture,366.11,2023-01-26 00:22:00
36024,Books,873.01,2023-01-26 00:23:00
36025,Food,162.65,2023-01-26 00:24:00
36026,Electronics,690.57,2023-01-26 00:25:00
36027,Food,202.29,2023-01-26 00:26:00
36028,Food,731.25,2023-01-26 00:27:00
36029,Books,657.56,2023-01-26 00:28:00
36030,Furniture,954.02,2023-01-26 00:29:00
36031,Furniture,560.38,2023-01-26 00:30:00
36032,Clothing,461.65,2023-01-26 00:31:00
36033,Furniture,522.1,2023-01-26 00:32:00
36034,Books,603.8,2023-01-26 00:33:00
36035,Food,964.32,2023-01-26 00:34:00
36036,Electronics,68.36,2023-01-26 00:35:00
36037,Electronics,589.36,2023-01-26 00:36:00
36038,Furniture,513.25,2023-01-26 00:37:00
36039,Clothing,968.67,2023-01-26 00:38:00
36040,Electronics,786.64,2023-01-26 00:39:00
36041,Clothing,874.98,2023-01-26 00:40:00
36042,Electronics,85.2,2023-01-26 00:41:00
36043,Clothing,857.21,2023-01-26 00:42:00
36044,Clothing,757.71,2023-01-26 00:43:00
36045,Food,505.54,2023-01-26 00:44:00
36046,Books,325.44,2023-01-26 00:45:00
36047,Electronics,359.98,2023-01-26 00:46:00
36048,Furniture,654.39,2023-01-26 00:47:00
36049,Books,106.09,2023-01-26 00:48:00
36050,Food,250.51,2023-01-26 00:49:00
36051,Food,665.4,2023-01-26 00:50:00
36052,Food,303.21,2023-01-26 00:51:00
36053,Furniture,791.91,2023-01-26 00:52:00
36054,Electronics,738.85,2023-01-26 00:53:00
36055,Electronics,508.62,2023-01-26 00:54:00
36056,Clothing,791.44,2023-01-26 00:55:00
36057,Clothing,168.93,2023-01-26 00:56:00
36058,Clothing,816.07,2023-01-26 00:57:00
36059,Furniture,210.48,2023-01-26 00:58:00
36060,Books,691.0,2023-01-26 00:59:00
36061,Electronics,698.3,2023-01-26 01:00:00
36062,Clothing,613.61,2023-01-26 01:01:00
36063,Furniture,549.15,2023-01-26 01:02:00
36064,Furniture,882.93,2023-01-26 01:03:00
36065,Clothing,671.01,2023-01-26 01:04:00
36066,Food,359.54,2023-01-26 01:05:00
36067,Food,787.68,2023-01-26 01:06:00
36068,Food,222.42,2023-01-26 01:07:00
36069,Clothing,350.97,2023-01-26 01:08:00
36070,Furniture,781.67,2023-01-26 01:09:00
36071,Furniture,969.59,2023-01-26 01:10:00
36072,Electronics,911.52,2023-01-26 01:11:00
36073,Food,313.54,2023-01-26 01:12:00
36074,Clothing,849.6,2023-01-26 01:13:00
36075,Electronics,549.12,2023-01-26 01:14:00
36076,Furniture,445.71,2023-01-26 01:15:00
36077,Electronics,517.02,2023-01-26 01:16:00
36078,Food,705.15,2023-01-26 01:17:00
36079,Books,476.69,2023-01-26 01:18:00
36080,Food,72.35,2023-01-26 01:19:00
36081,Food,54.63,2023-01-26 01:20:00
36082,Clothing,481.96,2023-01-26 01:21:00
36083,Books,448.02,2023-01-26 01:22:00
36084,Books,806.32,2023-01-26 01:23:00
36085,Books,230.62,2023-01-26 01:24:00
36086,Furniture,588.28,2023-01-26 01:25:00
36087,Electronics,627.21,2023-01-26 01:26:00
36088,Furniture,186.64,2023-01-26 01:27:00
36089,Books,188.34,2023-01-26 01:28:00
36090,Clothing,731.63,2023-01-26 01:29:00
36091,Food,235.6,2023-01-26 01:30:00
36092,Food,252.92,2023-01-26 01:31:00
36093,Furniture,257.28,2023-01-26 01:32:00
36094,Furniture,684.86,2023-01-26 01:33:00
36095,Clothing,665.34,2023-01-26 01:34:00
36096,Food,956.88,2023-01-26 01:35:00
36097,Furniture,474.51,2023-01-26 01:36:00
36098,Electronics,222.8,2023-01-26 01:37:00
36099,Furniture,430.95,2023-01-26 01:38:00
36100,Furniture,527.46,2023-01-26 01:39:00
36101,Books,203.41,2023-01-26 01:40:00
36102,Electronics,770.56,2023-01-26 01:41:00
36103,Electronics,105.47,2023-01-26 01:42:00
36104,Clothing,35.73,2023-01-26 01:43:00
36105,Books,174.81,2023-01-26 01:44:00
36106,Electronics,43.92,2023-01-26 01:45:00
36107,Books,124.03,2023-01-26 01:46:00
36108,Books,88.86,2023-01-26 01:47:00
36109,Food,694.26,2023-01-26 01:48:00
36110,Electronics,728.85,2023-01-26 01:49:00
36111,Food,333.64,2023-01-26 01:50:00
36112,Furniture,206.24,2023-01-26 01:51:00
36113,Furniture,770.25,2023-01-26 01:52:00
36114,Food,166.81,2023-01-26 01:53:00
36115,Furniture,396.37,2023-01-26 01:54:00
36116,Food,574.52,2023-01-26 01:55:00
36117,Clothing,556.19,2023-01-26 01:56:00
36118,Books,434.4,2023-01-26 01:57:00
36119,Clothing,557.89,2023-01-26 01:58:00
36120,Electronics,669.95,2023-01-26 01:59:00
36121,Clothing,252.15,2023-01-26 02:00:00
36122,Clothing,397.21,2023-01-26 02:01:00
36123,Furniture,690.28,2023-01-26 02:02:00
36124,Food,135.36,2023-01-26 02:03:00
36125,Electronics,350.63,2023-01-26 02:04:00
36126,Furniture,41.43,2023-01-26 02:05:00
36127,Electronics,217.98,2023-01-26 02:06:00
36128,Books,414.96,2023-01-26 02:07:00
36129,Food,274.84,2023-01-26 02:08:00
36130,Furniture,787.99,2023-01-26 02:09:00
36131,Clothing,416.16,2023-01-26 02:10:00
36132,Books,326.47,2023-01-26 02:11:00
36133,Clothing,944.63,2023-01-26 02:12:00
36134,Electronics,638.82,2023-01-26 02:13:00
36135,Books,712.5,2023-01-26 02:14:00
36136,Furniture,868.5,2023-01-26 02:15:00
36137,Clothing,312.53,2023-01-26 02:16:00
36138,Clothing,556.66,2023-01-26 02:17:00
36139,Electronics,418.02,2023-01-26 02:18:00
36140,Electronics,293.68,2023-01-26 02:19:00
36141,Food,20.19,2023-01-26 02:20:00
36142,Food,147.61,2023-01-26 02:21:00
36143,Electronics,812.99,2023-01-26 02:22:00
36144,Food,146.64,2023-01-26 02:23:00
36145,Clothing,906.62,2023-01-26 02:24:00
36146,Electronics,279.14,2023-01-26 02:25:00
36147,Books,468.46,2023-01-26 02:26:00
36148,Electronics,866.88,2023-01-26 02:27:00
36149,Furniture,353.5,2023-01-26 02:28:00
36150,Furniture,237.64,2023-01-26 02:29:00
36151,Electronics,41.09,2023-01-26 02:30:00
36152,Books,951.63,2023-01-26 02:31:00
36153,Electronics,410.58,2023-01-26 02:32:00
36154,Books,890.81,2023-01-26 02:33:00
36155,Clothing,441.27,2023-01-26 02:34:00
36156,Clothing,883.67,2023-01-26 02:35:00
36157,Books,112.78,2023-01-26 02:36:00
36158,Food,446.54,2023-01-26 02:37:00
36159,Clothing,448.56,2023-01-26 02:38:00
36160,Furniture,973.81,2023-01-26 02:39:00
36161,Electronics,498.17,2023-01-26 02:40:00
36162,Food,113.66,2023-01-26 02:41:00
36163,Furniture,908.92,2023-01-26 02:42:00
36164,Electronics,950.18,2023-01-26 02:43:00
36165,Furniture,414.03,2023-01-26 02:44:00
36166,Food,798.68,2023-01-26 02:45:00
36167,Books,78.89,2023-01-26 02:46:00
36168,Electronics,411.46,2023-01-26 02:47:00
36169,Furniture,515.9,2023-01-26 02:48:00
36170,Furniture,872.57,2023-01-26 02:49:00
36171,Food,109.96,2023-01-26 02:50:00
36172,Food,412.63,2023-01-26 02:51:00
36173,Food,517.76,2023-01-26 02:52:00
36174,Books,669.73,2023-01-26 02:53:00
36175,Clothing,112.17,2023-01-26 02:54:00
36176,Furniture,288.53,2023-01-26 02:55:00
36177,Books,54.48,2023-01-26 02:56:00
36178,Furniture,156.54,2023-01-26 02:57:00
36179,Books,500.12,2023-01-26 02:58:00
36180,Electronics,242.64,2023-01-26 02:59:00
36181,Clothing,484.69,2023-01-26 03:00:00
36182,Furniture,791.51,2023-01-26 03:01:00
36183,Food,384.79,2023-01-26 03:02:00
36184,Clothing,725.91,2023-01-26 03:03:00
36185,Furniture,768.84,2023-01-26 03:04:00
36186,Electronics,542.74,2023-01-26 03:05:00
36187,Furniture,281.27,2023-01-26 03:06:00
36188,Furniture,799.57,2023-01-26 03:07:00
36189,Furniture,384.62,2023-01-26 03:08:00
36190,Clothing,593.95,2023-01-26 03:09:00
36191,Furniture,497.76,2023-01-26 03:10:00
36192,Food,629.78,2023-01-26 03:11:00
36193,Books,853.56,2023-01-26 03:12:00
36194,Food,361.0,2023-01-26 03:13:00
36195,Electronics,917.09,2023-01-26 03:14:00
36196,Clothing,117.66,2023-01-26 03:15:00
36197,Books,268.31,2023-01-26 03:16:00
36198,Clothing,920.37,2023-01-26 03:17:00
36199,Clothing,73.42,2023-01-26 03:18:00
36200,Furniture,467.9,2023-01-26 03:19:00
36201,Food,267.26,2023-01-26 03:20:00
36202,Books,790.54,2023-01-26 03:21:00
36203,Furniture,96.31,2023-01-26 03:22:00
36204,Books,135.57,2023-01-26 03:23:00
36205,Food,165.98,2023-01-26 03:24:00
36206,Furniture,322.47,2023-01-26 03:25:00
36207,Books,858.94,2023-01-26 03:26:00
36208,Furniture,876.56,2023-01-26 03:27:00
36209,Clothing,209.48,2023-01-26 03:28:00
36210,Electronics,524.41,2023-01-26 03:29:00
36211,Books,668.49,2023-01-26 03:30:00
36212,Food,418.21,2023-01-26 03:31:00
36213,Books,949.73,2023-01-26 03:32:00
36214,Electronics,552.26,2023-01-26 03:33:00
36215,Books,440.65,2023-01-26 03:34:00
36216,Books,628.7,2023-01-26 03:35:00
36217,Books,823.28,2023-01-26 03:36:00
36218,Food,267.31,2023-01-26 03:37:00
36219,Electronics,922.28,2023-01-26 03:38:00
36220,Electronics,325.11,2023-01-26 03:39:00
36221,Food,637.85,2023-01-26 03:40:00
36222,Books,720.61,2023-01-26 03:41:00
36223,Books,903.47,2023-01-26 03:42:00
36224,Electronics,630.52,2023-01-26 03:43:00
36225,Books,940.43,2023-01-26 03:44:00
36226,Clothing,715.82,2023-01-26 03:45:00
36227,Books,794.96,2023-01-26 03:46:00
36228,Books,780.76,2023-01-26 03:47:00
36229,Furniture,605.69,2023-01-26 03:48:00
36230,Electronics,892.69,2023-01-26 03:49:00
36231,Electronics,342.88,2023-01-26 03:50:00
36232,Clothing,219.78,2023-01-26 03:51:00
36233,Clothing,176.12,2023-01-26 03:52:00
36234,Clothing,531.92,2023-01-26 03:53:00
36235,Electronics,924.9,2023-01-26 03:54:00
36236,Furniture,580.01,2023-01-26 03:55:00
36237,Furniture,877.65,2023-01-26 03:56:00
36238,Food,151.72,2023-01-26 03:57:00
36239,Electronics,724.36,2023-01-26 03:58:00
36240,Food,983.58,2023-01-26 03:59:00
36241,Books,550.16,2023-01-26 04:00:00
36242,Clothing,797.84,2023-01-26 04:01:00
36243,Food,530.85,2023-01-26 04:02:00
36244,Food,868.53,2023-01-26 04:03:00
36245,Electronics,593.95,2023-01-26 04:04:00
36246,Clothing,205.16,2023-01-26 04:05:00
36247,Clothing,240.19,2023-01-26 04:06:00
36248,Furniture,363.08,2023-01-26 04:07:00
36249,Food,969.34,2023-01-26 04:08:00
36250,Furniture,629.72,2023-01-26 04:09:00
36251,Food,488.88,2023-01-26 04:10:00
36252,Electronics,373.54,2023-01-26 04:11:00
36253,Electronics,880.37,2023-01-26 04:12:00
36254,Books,309.86,2023-01-26 04:13:00
36255,Food,477.26,2023-01-26 04:14:00
36256,Food,144.95,2023-01-26 04:15:00
36257,Clothing,386.25,2023-01-26 04:16:00
36258,Clothing,878.34,2023-01-26 04:17:00
36259,Furniture,81.81,2023-01-26 04:18:00
36260,Books,50.08,2023-01-26 04:19:00
36261,Electronics,438.81,2023-01-26 04:20:00
36262,Food,671.61,2023-01-26 04:21:00
36263,Furniture,46.03,2023-01-26 04:22:00
36264,Books,478.92,2023-01-26 04:23:00
36265,Clothing,48.71,2023-01-26 04:24:00
36266,Books,668.98,2023-01-26 04:25:00
36267,Furniture,710.03,2023-01-26 04:26:00
36268,Electronics,900.78,2023-01-26 04:27:00
36269,Clothing,944.72,2023-01-26 04:28:00
36270,Clothing,790.73,2023-01-26 04:29:00
36271,Electronics,521.86,2023-01-26 04:30:00
36272,Clothing,219.36,2023-01-26 04:31:00
36273,Furniture,690.88,2023-01-26 04:32:00
36274,Clothing,977.68,2023-01-26 04:33:00
36275,Food,870.07,2023-01-26 04:34:00
36276,Books,593.92,2023-01-26 04:35:00
36277,Furniture,915.62,2023-01-26 04:36:00
36278,Electronics,378.36,2023-01-26 04:37:00
36279,Furniture,577.46,2023-01-26 04:38:00
36280,Food,500.26,2023-01-26 04:39:00
36281,Clothing,521.82,2023-01-26 04:40:00
36282,Clothing,974.58,2023-01-26 04:41:00
36283,Furniture,248.18,2023-01-26 04:42:00
36284,Clothing,53.42,2023-01-26 04:43:00
36285,Clothing,17.98,2023-01-26 04:44:00
36286,Food,214.48,2023-01-26 04:45:00
36287,Electronics,571.8,2023-01-26 04:46:00
36288,Books,783.71,2023-01-26 04:47:00
36289,Furniture,253.49,2023-01-26 04:48:00
36290,Electronics,189.92,2023-01-26 04:49:00
36291,Books,401.47,2023-01-26 04:50:00
36292,Electronics,708.68,2023-01-26 04:51:00
36293,Furniture,225.82,2023-01-26 04:52:00
36294,Food,641.05,2023-01-26 04:53:00
36295,Food,484.73,2023-01-26 04:54:00
36296,Food,127.24,2023-01-26 04:55:00
36297,Electronics,434.52,2023-01-26 04:56:00
36298,Furniture,291.99,2023-01-26 04:57:00
36299,Clothing,563.6,2023-01-26 04:58:00
36300,Clothing,689.95,2023-01-26 04:59:00
36301,Food,950.39,2023-01-26 05:00:00
36302,Electronics,663.35,2023-01-26 05:01:00
36303,Clothing,109.38,2023-01-26 05:02:00
36304,Electronics,600.61,2023-01-26 05:03:00
36305,Furniture,757.56,2023-01-26 05:04:00
36306,Food,461.17,2023-01-26 05:05:00
36307,Books,603.27,2023-01-26 05:06:00
36308,Food,416.22,2023-01-26 05:07:00
36309,Books,153.43,2023-01-26 05:08:00
36310,Clothing,245.36,2023-01-26 05:09:00
36311,Books,518.4,2023-01-26 05:10:00
36312,Electronics,725.46,2023-01-26 05:11:00
36313,Books,545.34,2023-01-26 05:12:00
36314,Clothing,561.24,2023-01-26 05:13:00
36315,Clothing,423.78,2023-01-26 05:14:00
36316,Food,222.07,2023-01-26 05:15:00
36317,Clothing,359.44,2023-01-26 05:16:00
36318,Electronics,185.78,2023-01-26 05:17:00
36319,Books,678.07,2023-01-26 05:18:00
36320,Furniture,660.86,2023-01-26 05:19:00
36321,Clothing,714.9,2023-01-26 05:20:00
36322,Books,118.5,2023-01-26 05:21:00
36323,Food,373.36,2023-01-26 05:22:00
36324,Furniture,723.71,2023-01-26 05:23:00
36325,Food,820.79,2023-01-26 05:24:00
36326,Electronics,989.57,2023-01-26 05:25:00
36327,Food,945.37,2023-01-26 05:26:00
36328,Books,134.94,2023-01-26 05:27:00
36329,Furniture,787.92,2023-01-26 05:28:00
36330,Food,665.53,2023-01-26 05:29:00
36331,Food,33.24,2023-01-26 05:30:00
36332,Electronics,905.72,2023-01-26 05:31:00
36333,Books,500.22,2023-01-26 05:32:00
36334,Food,774.71,2023-01-26 05:33:00
36335,Books,555.64,2023-01-26 05:34:00
36336,Clothing,334.83,2023-01-26 05:35:00
36337,Electronics,492.92,2023-01-26 05:36:00
36338,Electronics,832.52,2023-01-26 05:37:00
36339,Electronics,216.3,2023-01-26 05:38:00
36340,Books,556.31,2023-01-26 05:39:00
36341,Food,629.57,2023-01-26 05:40:00
36342,Food,590.08,2023-01-26 05:41:00
36343,Books,400.64,2023-01-26 05:42:00
36344,Books,173.11,2023-01-26 05:43:00
36345,Clothing,268.91,2023-01-26 05:44:00
36346,Furniture,462.67,2023-01-26 05:45:00
36347,Furniture,214.47,2023-01-26 05:46:00
36348,Electronics,731.99,2023-01-26 05:47:00
36349,Food,285.42,2023-01-26 05:48:00
36350,Electronics,205.63,2023-01-26 05:49:00
36351,Food,362.11,2023-01-26 05:50:00
36352,Food,233.49,2023-01-26 05:51:00
36353,Clothing,708.16,2023-01-26 05:52:00
36354,Books,800.68,2023-01-26 05:53:00
36355,Books,425.35,2023-01-26 05:54:00
36356,Books,666.11,2023-01-26 05:55:00
36357,Furniture,205.32,2023-01-26 05:56:00
36358,Books,342.58,2023-01-26 05:57:00
36359,Furniture,161.98,2023-01-26 05:58:00
36360,Electronics,219.08,2023-01-26 05:59:00
36361,Furniture,478.47,2023-01-26 06:00:00
36362,Food,650.68,2023-01-26 06:01:00
36363,Clothing,151.97,2023-01-26 06:02:00
36364,Clothing,533.73,2023-01-26 06:03:00
36365,Food,466.63,2023-01-26 06:04:00
36366,Electronics,21.73,2023-01-26 06:05:00
36367,Clothing,875.84,2023-01-26 06:06:00
36368,Food,582.77,2023-01-26 06:07:00
36369,Clothing,267.46,2023-01-26 06:08:00
36370,Furniture,601.14,2023-01-26 06:09:00
36371,Clothing,929.83,2023-01-26 06:10:00
36372,Furniture,29.5,2023-01-26 06:11:00
36373,Furniture,952.59,2023-01-26 06:12:00
36374,Clothing,659.42,2023-01-26 06:13:00
36375,Clothing,543.37,2023-01-26 06:14:00
36376,Furniture,403.02,2023-01-26 06:15:00
36377,Clothing,140.77,2023-01-26 06:16:00
36378,Electronics,27.91,2023-01-26 06:17:00
36379,Books,440.24,2023-01-26 06:18:00
36380,Books,555.85,2023-01-26 06:19:00
36381,Food,989.7,2023-01-26 06:20:00
36382,Books,530.17,2023-01-26 06:21:00
36383,Electronics,708.09,2023-01-26 06:22:00
36384,Books,635.5,2023-01-26 06:23:00
36385,Books,880.42,2023-01-26 06:24:00
36386,Electronics,492.29,2023-01-26 06:25:00
36387,Furniture,184.71,2023-01-26 06:26:00
36388,Books,244.03,2023-01-26 06:27:00
36389,Food,365.14,2023-01-26 06:28:00
36390,Books,197.81,2023-01-26 06:29:00
36391,Books,794.09,2023-01-26 06:30:00
36392,Electronics,375.91,2023-01-26 06:31:00
36393,Electronics,386.96,2023-01-26 06:32:00
36394,Food,505.48,2023-01-26 06:33:00
36395,Clothing,294.53,2023-01-26 06:34:00
36396,Electronics,133.93,2023-01-26 06:35:00
36397,Clothing,737.45,2023-01-26 06:36:00
36398,Food,595.18,2023-01-26 06:37:00
36399,Books,199.05,2023-01-26 06:38:00
36400,Books,71.23,2023-01-26 06:39:00
36401,Clothing,542.6,2023-01-26 06:40:00
36402,Food,669.81,2023-01-26 06:41:00
36403,Food,241.21,2023-01-26 06:42:00
36404,Electronics,397.51,2023-01-26 06:43:00
36405,Clothing,881.11,2023-01-26 06:44:00
36406,Electronics,510.45,2023-01-26 06:45:00
36407,Clothing,860.11,2023-01-26 06:46:00
36408,Electronics,550.91,2023-01-26 06:47:00
36409,Electronics,614.57,2023-01-26 06:48:00
36410,Food,586.06,2023-01-26 06:49:00
36411,Food,144.89,2023-01-26 06:50:00
36412,Books,58.99,2023-01-26 06:51:00
36413,Books,721.0,2023-01-26 06:52:00
36414,Food,609.87,2023-01-26 06:53:00
36415,Food,355.05,2023-01-26 06:54:00
36416,Electronics,592.04,2023-01-26 06:55:00
36417,Books,550.28,2023-01-26 06:56:00
36418,Food,738.59,2023-01-26 06:57:00
36419,Clothing,583.66,2023-01-26 06:58:00
36420,Clothing,662.5,2023-01-26 06:59:00
36421,Books,551.56,2023-01-26 07:00:00
36422,Clothing,167.07,2023-01-26 07:01:00
36423,Electronics,857.91,2023-01-26 07:02:00
36424,Books,407.63,2023-01-26 07:03:00
36425,Food,214.76,2023-01-26 07:04:00
36426,Clothing,966.93,2023-01-26 07:05:00
36427,Electronics,656.45,2023-01-26 07:06:00
36428,Food,921.57,2023-01-26 07:07:00
36429,Furniture,252.99,2023-01-26 07:08:00
36430,Electronics,652.79,2023-01-26 07:09:00
36431,Clothing,438.03,2023-01-26 07:10:00
36432,Electronics,52.3,2023-01-26 07:11:00
36433,Furniture,479.72,2023-01-26 07:12:00
36434,Furniture,351.04,2023-01-26 07:13:00
36435,Electronics,96.77,2023-01-26 07:14:00
36436,Food,752.2,2023-01-26 07:15:00
36437,Food,553.68,2023-01-26 07:16:00
36438,Furniture,43.04,2023-01-26 07:17:00
36439,Books,250.68,2023-01-26 07:18:00
36440,Books,967.96,2023-01-26 07:19:00
36441,Food,722.66,2023-01-26 07:20:00
36442,Books,924.78,2023-01-26 07:21:00
36443,Food,562.19,2023-01-26 07:22:00
36444,Clothing,830.35,2023-01-26 07:23:00
36445,Food,514.07,2023-01-26 07:24:00
36446,Clothing,491.44,2023-01-26 07:25:00
36447,Furniture,206.61,2023-01-26 07:26:00
36448,Books,790.38,2023-01-26 07:27:00
36449,Furniture,515.96,2023-01-26 07:28:00
36450,Electronics,192.15,2023-01-26 07:29:00
36451,Electronics,447.26,2023-01-26 07:30:00
36452,Furniture,476.89,2023-01-26 07:31:00
36453,Food,45.74,2023-01-26 07:32:00
36454,Food,738.94,2023-01-26 07:33:00
36455,Books,29.91,2023-01-26 07:34:00
36456,Furniture,561.39,2023-01-26 07:35:00
36457,Electronics,649.0,2023-01-26 07:36:00
36458,Furniture,53.37,2023-01-26 07:37:00
36459,Furniture,331.7,2023-01-26 07:38:00
36460,Books,772.42,2023-01-26 07:39:00
36461,Food,152.24,2023-01-26 07:40:00
36462,Electronics,499.19,2023-01-26 07:41:00
36463,Books,122.64,2023-01-26 07:42:00
36464,Electronics,960.71,2023-01-26 07:43:00
36465,Electronics,239.22,2023-01-26 07:44:00
36466,Food,445.65,2023-01-26 07:45:00
36467,Food,428.13,2023-01-26 07:46:00
36468,Books,603.42,2023-01-26 07:47:00
36469,Clothing,334.79,2023-01-26 07:48:00
36470,Books,485.37,2023-01-26 07:49:00
36471,Books,922.9,2023-01-26 07:50:00
36472,Clothing,67.13,2023-01-26 07:51:00
36473,Electronics,24.64,2023-01-26 07:52:00
36474,Furniture,997.46,2023-01-26 07:53:00
36475,Clothing,472.95,2023-01-26 07:54:00
36476,Furniture,339.0,2023-01-26 07:55:00
36477,Electronics,223.85,2023-01-26 07:56:00
36478,Clothing,683.0,2023-01-26 07:57:00
36479,Food,629.95,2023-01-26 07:58:00
36480,Books,269.54,2023-01-26 07:59:00
36481,Clothing,250.7,2023-01-26 08:00:00
36482,Clothing,834.44,2023-01-26 08:01:00
36483,Electronics,741.64,2023-01-26 08:02:00
36484,Food,766.27,2023-01-26 08:03:00
36485,Clothing,461.16,2023-01-26 08:04:00
36486,Food,317.04,2023-01-26 08:05:00
36487,Furniture,502.84,2023-01-26 08:06:00
36488,Clothing,597.84,2023-01-26 08:07:00
36489,Food,725.37,2023-01-26 08:08:00
36490,Books,464.78,2023-01-26 08:09:00
36491,Electronics,698.13,2023-01-26 08:10:00
36492,Food,525.62,2023-01-26 08:11:00
36493,Electronics,169.82,2023-01-26 08:12:00
36494,Clothing,85.4,2023-01-26 08:13:00
36495,Clothing,565.26,2023-01-26 08:14:00
36496,Furniture,468.85,2023-01-26 08:15:00
36497,Electronics,386.89,2023-01-26 08:16:00
36498,Books,574.4,2023-01-26 08:17:00
36499,Books,703.95,2023-01-26 08:18:00
