CustomerID,ProductID,ProductCategory,TransactionDate,Revenue,Cost,Region,ShippingType,PaymentMethod,RiskFlag,OnTimeDelivery,Returns,TaxBracket,CampaignID
3878,276,Clothing,2023-05-12 08:29:47.356767,2494.69,3990.2,North,Standard,Debit Card,Low,True,0,Medium,72
1642,152,Clothing,2024-01-04 08:29:47.356773,2316.65,3650.43,North,Overnight,Debit Card,Medium,True,0,High,33
5662,429,Electronics,2025-01-22 08:29:47.356778,2947.2,2748.1,South,Express,Credit Card,Medium,True,0,High,66
1665,148,Home & Kitchen,2023-05-28 08:29:47.356783,3871.2,2858.08,East,Overnight,Crypto,Low,True,0,Medium,56
4426,468,Electronics,2024-05-14 08:29:47.356788,1917.91,3785.56,North,Overnight,PayPal,Low,True,0,Medium,67
4783,213,Home & Kitchen,2024-07-15 08:29:47.356793,843.8,3869.7,West,Express,Bank Transfer,Medium,True,0,Low,2
4701,194,Electronics,2023-06-12 08:29:47.356798,4010.24,3313.05,East,Overnight,Debit Card,Medium,True,0,High,74
2069,124,Electronics,2024-01-10 08:29:47.356803,1696.82,3076.55,East,Overnight,Credit Card,Medium,True,0,Medium,69
3349,231,Clothing,2023-10-16 08:29:47.356809,1470.07,472.12,South,Overnight,PayPal,Medium,True,0,High,46
5503,278,Clothing,2024-08-04 08:29:47.356814,3833.34,3326.38,West,Overnight,Debit Card,High,True,0,Low,33
2212,494,Automotive,2023-11-07 08:29:47.356819,4673.99,1035.19,West,Standard,PayPal,High,True,0,Low,47
2152,244,Clothing,2024-06-04 08:29:47.356824,4579.06,2268.22,East,Express,Debit Card,Medium,True,0,High,58
3511,463,Clothing,2023-08-25 08:29:47.356829,730.34,1639.33,North,Express,PayPal,High,True,0,Medium,86
1143,297,Clothing,2024-07-31 08:29:47.356834,2540.63,1402.06,South,Overnight,Debit Card,Medium,True,0,High,68
3489,424,Clothing,2024-02-07 08:29:47.356839,509.71,1261.69,South,Express,Bank Transfer,Low,True,0,Low,19
4228,183,Automotive,2024-01-20 08:29:47.356844,4806.83,3426.05,South,Standard,Crypto,High,True,0,Low,74
5582,256,Clothing,2023-02-28 08:29:47.356849,1115.38,3083.47,East,Overnight,Debit Card,High,True,0,High,3
5955,184,Home & Kitchen,2023-02-03 08:29:47.356854,1027.28,2108.09,South,Overnight,PayPal,Low,True,0,High,8
4205,352,Home & Kitchen,2023-08-11 08:29:47.356859,4449.98,2667.99,North,Overnight,Debit Card,Medium,True,0,Low,82
5243,474,Automotive,2024-11-09 08:29:47.356864,4840.86,3938.58,West,Standard,Credit Card,High,True,0,Medium,2
4142,171,Clothing,2024-02-07 08:29:47.356869,3503.28,1608.21,North,Express,Bank Transfer,High,True,1,Low,74
4304,322,Home & Kitchen,2024-07-29 08:29:47.356875,648.97,2217.87,South,Standard,Credit Card,High,True,0,Low,84
2357,375,Electronics,2024-04-17 08:29:47.356880,2454.99,2148.09,West,Express,PayPal,Medium,False,0,Medium,94
3713,382,Home & Kitchen,2024-11-29 08:29:47.356885,4092.2,3745.81,South,Standard,Debit Card,High,True,1,High,7
5185,363,Clothing,2023-09-11 08:29:47.356890,2883.76,1425.7,South,Standard,Debit Card,Low,True,0,Medium,89
2357,345,Home & Kitchen,2023-10-26 08:29:47.356895,706.34,3945.43,East,Overnight,Credit Card,High,True,0,Low,14
5294,440,Electronics,2024-12-31 08:29:47.356900,900.84,1239.65,West,Overnight,Crypto,Low,True,0,Medium,74
5633,160,Home & Kitchen,2024-12-30 08:29:47.356905,4327.5,462.36,South,Overnight,Bank Transfer,Low,True,0,High,14
4192,358,Clothing,2024-04-12 08:29:47.356910,2658.79,789.75,South,Standard,Debit Card,Medium,True,0,Medium,33
1300,106,Electronics,2024-08-10 08:29:47.356915,3543.89,1722.1,East,Standard,Debit Card,Medium,True,0,Medium,73
1723,287,Automotive,2023-05-27 08:29:47.356920,1896.66,2609.53,West,Express,PayPal,High,True,0,High,19
4010,103,Electronics,2024-09-24 08:29:47.356926,2685.8,2081.8,South,Standard,Credit Card,Low,True,0,Low,21
1067,330,Home & Kitchen,2024-11-05 08:29:47.356931,4886.66,1523.82,South,Express,PayPal,Low,True,0,Low,54
4836,232,Automotive,2024-03-21 08:29:47.356936,1682.03,2261.27,North,Overnight,Bank Transfer,Medium,True,0,Medium,60
4993,494,Electronics,2025-01-02 08:29:47.356941,3390.2,3360.06,North,Overnight,Debit Card,High,True,1,Medium,31
3506,224,Electronics,2024-09-30 08:29:47.356946,903.9,3360.56,North,Standard,Credit Card,High,False,0,Medium,3
2537,114,Electronics,2024-05-24 08:29:47.356951,652.61,2913.12,East,Express,Credit Card,Low,True,0,High,68
1397,112,Clothing,2023-07-07 08:29:47.356956,3929.02,3811.22,North,Express,Credit Card,High,False,0,Medium,32
5715,217,Automotive,2023-12-24 08:29:47.356961,4228.34,2373.11,North,Overnight,Bank Transfer,High,True,1,Low,47
4357,339,Automotive,2023-03-19 08:29:47.356967,3358.14,60.4,South,Standard,Crypto,Low,True,0,High,51
2163,362,Electronics,2023-11-14 08:29:47.356972,833.07,1184.99,East,Express,Crypto,Medium,True,1,Low,77
5825,459,Automotive,2024-05-03 08:29:47.356977,1240.91,1333.04,West,Express,Crypto,High,True,0,High,82
1555,105,Home & Kitchen,2024-10-09 08:29:47.356982,4560.32,2202.88,South,Express,PayPal,Medium,True,0,High,74
4661,419,Home & Kitchen,2023-02-24 08:29:47.356987,1479.09,3622.41,South,Overnight,PayPal,High,True,0,Medium,17
2751,330,Electronics,2024-01-02 08:29:47.356992,4103.36,3357.32,East,Standard,Bank Transfer,Medium,False,0,Medium,24
3941,129,Home & Kitchen,2025-01-11 08:29:47.356997,1465.39,951.73,East,Express,Credit Card,High,True,0,Medium,83
3657,121,Electronics,2023-06-05 08:29:47.357002,4700.34,2091.98,South,Standard,Crypto,High,True,0,Medium,52
3795,255,Home & Kitchen,2023-02-01 08:29:47.357007,4576.54,2646.82,South,Express,Debit Card,High,True,0,Medium,63
3329,217,Electronics,2023-10-23 08:29:47.357012,264.15,3950.42,South,Overnight,Crypto,High,True,0,Low,33
2959,439,Electronics,2023-03-11 08:29:47.357018,3863.55,154.27,East,Standard,Bank Transfer,High,True,0,Low,6
2601,488,Automotive,2024-07-23 08:29:47.357023,888.84,1871.59,South,Express,Crypto,Low,True,1,Medium,54
3793,292,Automotive,2023-09-25 08:29:47.357028,1115.59,3952.79,South,Overnight,Debit Card,High,True,0,Low,52
2480,498,Electronics,2024-08-20 08:29:47.357033,2326.23,3909.51,West,Overnight,Debit Card,Low,True,0,Medium,98
2102,445,Automotive,2023-05-29 08:29:47.357038,2902.77,1342.98,North,Overnight,Debit Card,High,True,0,Low,40
4276,294,Automotive,2023-03-03 08:29:47.357044,1662.71,30.07,North,Express,Bank Transfer,Medium,True,0,Low,49
2299,267,Clothing,2024-04-10 08:29:47.357048,2898.15,2359.34,North,Overnight,Crypto,Medium,True,0,High,36
5994,476,Home & Kitchen,2023-07-01 08:29:47.357054,894.76,3471.75,North,Overnight,Bank Transfer,Medium,False,0,Medium,19
4879,338,Automotive,2024-11-18 08:29:47.357059,160.57,1317.46,North,Overnight,Debit Card,Low,True,0,High,36
2535,461,Electronics,2023-03-01 08:29:47.357064,2877.56,3739.05,South,Overnight,Crypto,Low,False,0,Medium,1
1077,343,Clothing,2023-07-18 08:29:47.357069,2611.21,1350.83,South,Overnight,PayPal,Medium,True,0,Low,43
3831,168,Clothing,2024-03-27 08:29:47.357074,3463.79,2452.5,West,Express,Bank Transfer,Low,False,0,Low,77
4410,194,Automotive,2024-04-03 08:29:47.357079,3266.62,2896.52,East,Standard,PayPal,Medium,True,0,Medium,25
3721,176,Electronics,2024-03-28 08:29:47.357084,4492.56,1401.3,West,Express,PayPal,High,True,0,Low,76
4627,270,Electronics,2024-09-28 08:29:47.357089,2324.37,1428.26,East,Express,Credit Card,High,True,0,Medium,29
2532,100,Electronics,2023-04-02 08:29:47.357094,91.43,1895.88,East,Express,Debit Card,High,True,0,High,91
1237,161,Electronics,2024-05-14 08:29:47.357099,3171.73,3345.84,West,Standard,PayPal,High,True,0,High,90
2996,306,Electronics,2024-07-19 08:29:47.357104,3391.91,430.38,South,Standard,Bank Transfer,Low,True,0,Medium,72
4427,253,Home & Kitchen,2024-02-14 08:29:47.357110,2631.4,2536.97,West,Overnight,Debit Card,Medium,True,0,High,24
1277,373,Electronics,2023-09-29 08:29:47.357115,3462.06,2719.07,North,Standard,Debit Card,Low,False,0,Medium,20
4089,147,Electronics,2024-07-14 08:29:47.357120,1651.74,2244.75,West,Express,Bank Transfer,Medium,True,0,Medium,47
1523,236,Home & Kitchen,2023-09-10 08:29:47.357125,786.6,3745.28,South,Overnight,Crypto,High,True,0,High,84
5275,100,Automotive,2023-06-30 08:29:47.357130,3339.54,2419.9,South,Standard,Bank Transfer,Medium,True,0,Low,65
5218,334,Clothing,2023-11-11 08:29:47.357135,1263.67,2549.27,East,Express,Crypto,Low,True,0,High,88
4122,492,Home & Kitchen,2024-11-11 08:29:47.357141,2308.76,2411.05,East,Overnight,Debit Card,Medium,True,0,High,57
5575,355,Clothing,2023-03-04 08:29:47.357146,2483.53,2896.41,West,Overnight,Bank Transfer,High,True,0,Medium,24
2797,206,Clothing,2023-05-24 08:29:47.357151,2412.14,567.58,East,Overnight,PayPal,Low,True,0,Medium,87
3131,272,Home & Kitchen,2023-10-19 08:29:47.357156,3012.32,3580.28,West,Express,Bank Transfer,Low,True,0,Medium,61
1815,229,Electronics,2023-11-15 08:29:47.357161,195.8,198.69,East,Overnight,PayPal,Medium,True,0,High,98
3694,497,Clothing,2023-04-17 08:29:47.357166,4948.93,2573.75,South,Express,PayPal,High,True,0,Medium,73
1442,393,Electronics,2024-05-03 08:29:47.357171,3595.74,2473.46,East,Standard,Debit Card,Medium,True,0,Low,96
4140,139,Automotive,2024-02-22 08:29:47.357176,2155.67,856.24,North,Overnight,Crypto,Low,False,0,High,60
1142,437,Home & Kitchen,2024-09-28 08:29:47.357181,997.08,191.62,South,Standard,Crypto,Medium,False,0,Low,3
5287,115,Clothing,2024-06-21 08:29:47.357186,446.88,581.18,North,Overnight,PayPal,Medium,True,1,High,97
2410,226,Electronics,2023-09-28 08:29:47.357191,3377.34,1108.54,South,Overnight,Crypto,High,True,0,High,77
5473,472,Clothing,2023-03-16 08:29:47.357196,1618.93,3531.96,West,Overnight,Bank Transfer,Medium,True,0,High,9
1534,448,Automotive,2023-02-27 08:29:47.357201,1185.92,3427.27,South,Express,PayPal,High,True,0,High,1
2716,302,Automotive,2023-04-19 08:29:47.357207,1930.77,283.51,East,Standard,PayPal,Medium,True,0,Low,13
4364,233,Clothing,2024-04-08 08:29:47.357212,2984.97,1178.39,North,Overnight,Credit Card,High,True,0,Low,21
2032,358,Home & Kitchen,2024-10-03 08:29:47.357217,3374.94,3560.59,South,Overnight,Bank Transfer,Low,True,0,High,75
4342,113,Automotive,2024-11-15 08:29:47.357222,3243.59,969.54,West,Express,Crypto,High,True,0,High,37
2410,165,Electronics,2023-05-20 08:29:47.357227,4323.16,3983.98,North,Overnight,Crypto,High,False,0,High,77
5500,450,Automotive,2023-05-10 08:29:47.357232,1132.85,1049.66,South,Express,Credit Card,Medium,True,0,High,34
2172,441,Electronics,2024-05-17 08:29:47.357237,3201.89,2964.28,West,Overnight,Bank Transfer,Medium,True,0,High,65
1888,294,Clothing,2023-08-17 08:29:47.357242,550.52,1685.72,South,Standard,Debit Card,Low,True,1,Medium,53
4338,213,Electronics,2023-05-10 08:29:47.357247,2762.28,570.89,South,Express,Debit Card,High,True,0,High,69
5517,258,Clothing,2024-02-14 08:29:47.357252,2940.59,1042.96,North,Express,Bank Transfer,Low,False,0,High,19
2641,260,Automotive,2023-04-22 08:29:47.357257,1120.37,2710.22,South,Overnight,Crypto,Medium,True,0,Medium,85
1471,353,Home & Kitchen,2024-04-28 08:29:47.357263,1988.88,1368.11,North,Standard,Debit Card,High,False,1,Low,96
3940,484,Automotive,2024-05-20 08:29:47.357268,4144.6,2428.39,North,Overnight,Debit Card,Low,False,0,Medium,59
1546,114,Automotive,2024-05-11 08:29:47.357273,784.62,845.96,East,Express,Crypto,Medium,True,0,Low,5
5726,136,Automotive,2023-03-23 08:29:47.357278,2200.81,1810.87,North,Overnight,Bank Transfer,Medium,True,0,Low,4
4597,254,Automotive,2023-03-25 08:29:47.357287,4667.03,2063.62,South,Standard,Credit Card,Low,True,0,Medium,64
3825,126,Home & Kitchen,2025-01-01 08:29:47.357292,2545.34,1668.75,South,Express,Bank Transfer,High,False,0,Medium,98
4723,111,Automotive,2023-10-21 08:29:47.357297,3639.41,815.73,South,Standard,Credit Card,Low,True,0,Low,63
1363,166,Electronics,2024-12-26 08:29:47.357302,4142.99,1862.37,South,Standard,Bank Transfer,Medium,True,0,Low,66
3166,129,Home & Kitchen,2024-04-11 08:29:47.357308,1058.68,2780.82,North,Express,Debit Card,High,True,0,Low,59
4309,195,Home & Kitchen,2023-06-08 08:29:47.357313,1130.18,3860.68,East,Standard,PayPal,High,True,0,Medium,68
1545,314,Electronics,2024-07-11 08:29:47.357318,3805.03,3164.4,North,Overnight,PayPal,Low,False,0,High,23
4240,293,Clothing,2024-11-23 08:29:47.357323,3778.87,671.04,South,Express,Crypto,Medium,True,0,Low,79
5729,234,Automotive,2024-09-21 08:29:47.357328,347.91,1112.63,North,Standard,Bank Transfer,Low,True,0,Medium,35
2936,389,Home & Kitchen,2024-10-11 08:29:47.357333,1646.37,342.93,East,Standard,Bank Transfer,Low,True,0,Low,54
1962,131,Automotive,2023-08-25 08:29:47.357338,2022.74,568.53,West,Overnight,Crypto,Medium,True,0,High,66
4005,472,Automotive,2024-04-17 08:29:47.357343,4153.75,1025.21,East,Overnight,Crypto,High,True,0,High,93
4806,138,Electronics,2023-03-15 08:29:47.357349,2138.22,822.12,East,Overnight,Credit Card,High,True,1,Low,78
1882,451,Electronics,2023-04-05 08:29:47.357354,4633.35,878.19,West,Overnight,Credit Card,Low,False,0,Medium,86
4840,305,Electronics,2024-12-18 08:29:47.357359,4983.21,946.16,East,Standard,PayPal,High,True,0,Medium,63
1870,486,Automotive,2023-02-13 08:29:47.357364,3914.59,1223.69,East,Standard,Debit Card,Medium,False,0,Low,23
5611,142,Home & Kitchen,2023-03-18 08:29:47.357369,3348.61,528.58,North,Standard,Bank Transfer,High,True,0,Low,51
3985,436,Home & Kitchen,2024-04-11 08:29:47.357374,1989.89,1133.0,East,Express,PayPal,Medium,True,0,High,24
1865,358,Clothing,2024-04-20 08:29:47.357379,381.85,2762.99,East,Standard,PayPal,High,True,0,High,20
5309,348,Automotive,2023-07-16 08:29:47.357384,2887.04,968.51,South,Express,Debit Card,Low,True,0,Medium,30
4203,173,Clothing,2023-05-14 08:29:47.357390,1840.44,712.2,East,Standard,PayPal,Medium,True,0,High,83
3897,472,Clothing,2025-01-11 08:29:47.357395,1786.95,298.75,North,Overnight,PayPal,Medium,True,0,Low,67
3244,418,Clothing,2023-09-11 08:29:47.357400,3454.16,2014.89,West,Standard,Debit Card,Medium,True,0,Low,98
1018,466,Clothing,2023-08-02 08:29:47.357405,2345.01,3372.67,South,Express,PayPal,High,True,0,Medium,12
1641,395,Clothing,2024-12-13 08:29:47.357410,3772.86,264.3,North,Overnight,Bank Transfer,Low,True,0,Medium,34
4083,373,Automotive,2024-06-25 08:29:47.357415,2020.96,2183.03,South,Standard,Crypto,High,True,1,Medium,5
1329,422,Electronics,2023-05-19 08:29:47.357420,796.77,2612.96,East,Express,Debit Card,Low,True,0,Low,47
1865,458,Clothing,2024-07-26 08:29:47.357426,2333.67,2382.07,North,Standard,Crypto,Medium,False,0,Medium,7
1773,289,Home & Kitchen,2024-12-30 08:29:47.357431,4757.51,3514.16,South,Overnight,Bank Transfer,High,True,1,Medium,79
5487,237,Automotive,2024-05-16 08:29:47.357436,4017.55,3469.59,North,Express,PayPal,Medium,True,0,High,58
5732,401,Clothing,2023-03-27 08:29:47.357441,1068.46,257.51,South,Overnight,PayPal,High,True,0,High,53
3354,410,Home & Kitchen,2024-02-21 08:29:47.357446,1986.94,1462.95,East,Express,PayPal,Low,True,1,Medium,89
4338,430,Clothing,2024-03-28 08:29:47.357451,4642.57,2693.19,West,Overnight,Crypto,Low,True,0,Low,82
4518,452,Electronics,2024-11-20 08:29:47.357457,662.31,3811.21,West,Express,Credit Card,Medium,True,0,Low,88
3942,381,Automotive,2024-03-29 08:29:47.357462,1307.05,3224.6,North,Express,Crypto,Low,True,0,Low,88
3567,265,Electronics,2023-07-12 08:29:47.357467,1348.0,731.06,West,Standard,Credit Card,High,True,0,Medium,95
2674,377,Home & Kitchen,2024-10-23 08:29:47.357472,2876.12,1138.46,North,Overnight,Crypto,High,True,0,Medium,10
3683,125,Clothing,2025-01-09 08:29:47.357478,2083.13,3061.47,North,Standard,Bank Transfer,Medium,True,0,Medium,4
4380,172,Electronics,2023-05-21 08:29:47.357482,445.36,1901.76,East,Overnight,Crypto,Medium,True,0,High,62
1739,214,Electronics,2023-07-15 08:29:47.357488,3164.45,2202.79,East,Overnight,Crypto,Medium,True,0,Medium,71
2545,150,Clothing,2025-01-24 08:29:47.357493,540.44,2447.65,South,Standard,Debit Card,Medium,True,0,High,54
5564,468,Automotive,2024-06-13 08:29:47.357498,3051.75,440.07,North,Express,PayPal,High,True,0,Medium,90
3259,270,Home & Kitchen,2024-11-09 08:29:47.357503,2559.69,3428.17,South,Overnight,PayPal,Medium,True,0,Medium,69
2135,367,Automotive,2024-06-27 08:29:47.357508,2493.66,3456.64,South,Express,PayPal,Low,True,1,Low,94
1873,102,Home & Kitchen,2024-03-01 08:29:47.357513,384.11,1888.91,East,Overnight,Credit Card,Low,True,0,High,67
5555,309,Home & Kitchen,2023-07-21 08:29:47.357519,3214.14,2518.58,North,Standard,Bank Transfer,Low,True,0,High,64
3300,475,Electronics,2023-03-12 08:29:47.357524,2185.04,2649.82,East,Express,Credit Card,Low,True,0,Medium,72
1751,490,Clothing,2023-06-16 08:29:47.357529,2084.98,783.2,North,Standard,Debit Card,Medium,True,0,High,51
1853,489,Automotive,2023-02-26 08:29:47.357534,3002.43,476.96,West,Overnight,Debit Card,High,True,0,High,20
4732,437,Electronics,2023-04-16 08:29:47.357539,3050.93,112.07,West,Standard,Crypto,Low,True,0,Medium,32
3283,400,Electronics,2023-07-27 08:29:47.357545,124.41,3654.14,South,Overnight,Debit Card,Low,True,0,Medium,17
2329,482,Electronics,2023-10-29 08:29:47.357550,669.87,1402.48,East,Express,Debit Card,Low,True,0,Medium,38
1477,441,Automotive,2024-11-04 08:29:47.357555,1220.77,370.75,East,Express,Bank Transfer,Low,True,0,Low,88
3726,214,Electronics,2023-09-03 08:29:47.357560,3405.99,1879.23,North,Standard,Debit Card,Medium,True,0,Low,57
4091,266,Clothing,2023-02-07 08:29:47.357565,2904.87,330.23,South,Standard,Crypto,Low,True,1,Low,25
5230,364,Electronics,2023-09-05 08:29:47.357570,3800.26,368.45,East,Express,PayPal,Low,True,0,High,54
5505,326,Electronics,2023-06-23 08:29:47.357576,3716.01,1970.87,South,Standard,Credit Card,Low,True,0,Medium,40
2269,250,Home & Kitchen,2023-10-10 08:29:47.357581,4273.26,2050.08,East,Standard,Credit Card,High,True,0,Medium,75
5181,367,Electronics,2023-09-20 08:29:47.357586,1915.23,2333.17,West,Express,Credit Card,High,True,0,Low,90
3603,215,Automotive,2023-11-08 08:29:47.357591,1758.07,2635.56,East,Overnight,Crypto,Low,True,0,Low,9
2469,187,Automotive,2023-06-22 08:29:47.357596,4163.53,2683.02,East,Standard,Bank Transfer,High,True,0,Medium,4
1377,417,Clothing,2024-05-15 08:29:47.357601,1226.13,1749.0,West,Standard,Crypto,Low,False,0,Medium,24
2680,341,Automotive,2023-08-12 08:29:47.357606,2332.8,2584.83,South,Express,Credit Card,Low,True,0,Medium,12
1241,459,Automotive,2024-07-14 08:29:47.357611,1011.91,1239.82,South,Overnight,Crypto,Low,True,0,Low,41
1919,428,Electronics,2023-10-25 08:29:47.357617,4573.51,1781.99,South,Overnight,Crypto,Low,True,0,Medium,96
1069,432,Clothing,2024-10-28 08:29:47.357622,2068.62,1591.51,West,Standard,Crypto,Medium,True,0,Low,7
4924,139,Automotive,2024-02-13 08:29:47.357627,1101.81,1336.57,West,Standard,PayPal,Low,True,0,High,48
3086,281,Clothing,2024-10-14 08:29:47.357632,3475.47,977.13,West,Overnight,Crypto,High,True,0,Medium,23
3007,308,Clothing,2024-02-10 08:29:47.357638,1260.99,341.48,South,Standard,Bank Transfer,Medium,True,0,Low,80
1800,490,Home & Kitchen,2023-10-19 08:29:47.357643,4720.34,2038.46,South,Overnight,PayPal,High,True,0,Medium,4
3779,372,Home & Kitchen,2024-10-27 08:29:47.357648,1869.7,2163.03,South,Standard,Crypto,Medium,True,1,Low,60
5920,218,Electronics,2024-10-31 08:29:47.357653,3339.97,1364.54,South,Standard,Debit Card,Low,True,0,Low,66
1755,481,Automotive,2024-12-17 08:29:47.357658,1758.96,3904.1,North,Express,Credit Card,Low,True,1,Medium,97
2995,123,Electronics,2023-11-01 08:29:47.357663,4045.87,2241.14,West,Overnight,PayPal,Low,True,0,Low,54
2321,357,Electronics,2024-01-12 08:29:47.357669,4489.77,3559.37,West,Overnight,Debit Card,Low,True,0,High,45
3330,191,Clothing,2025-01-07 08:29:47.357674,3950.2,2293.24,West,Standard,Credit Card,Medium,True,0,Low,56
1109,260,Clothing,2023-02-28 08:29:47.357679,4250.07,783.97,South,Express,Bank Transfer,High,True,0,High,15
2016,248,Clothing,2025-01-07 08:29:47.357684,554.31,3899.25,South,Overnight,Debit Card,Low,False,1,Low,46
4865,216,Electronics,2024-06-10 08:29:47.357689,4624.12,3544.78,North,Standard,Bank Transfer,Low,False,0,Low,19
1024,152,Automotive,2023-03-04 08:29:47.357694,3140.29,1900.96,North,Standard,Bank Transfer,Low,True,0,Low,59
5938,401,Electronics,2024-03-25 08:29:47.357719,4352.63,994.94,South,Express,Debit Card,Low,True,0,Medium,92
3838,144,Electronics,2023-12-10 08:29:47.357724,3437.96,914.0,South,Overnight,Debit Card,High,False,0,Medium,27
1737,364,Electronics,2024-03-03 08:29:47.357729,1049.15,3229.9,South,Overnight,PayPal,Medium,True,1,High,88
1179,361,Home & Kitchen,2023-07-05 08:29:47.357735,3067.3,304.4,West,Standard,Bank Transfer,Low,False,1,High,55
1231,406,Home & Kitchen,2024-10-19 08:29:47.357740,500.18,2563.1,North,Standard,Debit Card,Low,True,0,Low,55
2917,333,Automotive,2023-09-18 08:29:47.357745,3493.83,2571.34,West,Express,Bank Transfer,High,True,1,Medium,86
1342,474,Home & Kitchen,2023-10-05 08:29:47.357750,2074.56,754.34,East,Overnight,Crypto,High,False,1,Medium,58
5572,134,Electronics,2024-07-25 08:29:47.357755,801.08,2828.5,East,Overnight,Crypto,High,True,0,High,51
3623,437,Home & Kitchen,2023-10-28 08:29:47.357760,4897.19,2830.46,East,Express,Crypto,Medium,True,0,High,29
1454,296,Home & Kitchen,2024-07-25 08:29:47.357766,4510.37,1419.62,East,Overnight,Bank Transfer,Low,True,0,Medium,56
5384,124,Electronics,2024-02-14 08:29:47.357771,4473.04,1949.0,West,Express,Bank Transfer,High,False,1,Medium,95
5625,494,Automotive,2023-06-29 08:29:47.357776,3954.66,3336.07,East,Overnight,Debit Card,Medium,True,0,Low,38
3276,301,Home & Kitchen,2024-10-08 08:29:47.357781,3475.31,2106.92,South,Express,Debit Card,Medium,True,0,Low,63
1595,372,Electronics,2024-10-18 08:29:47.357787,3292.64,2484.08,East,Express,PayPal,High,True,0,High,99
4874,135,Electronics,2023-05-21 08:29:47.357792,575.16,1668.7,South,Standard,PayPal,Low,True,0,Medium,62
5530,322,Electronics,2023-09-10 08:29:47.357797,4507.8,623.91,West,Overnight,PayPal,High,True,1,Low,61
5977,451,Clothing,2024-02-20 08:29:47.357802,4411.59,3992.32,North,Standard,Credit Card,High,True,0,High,51
5497,376,Electronics,2025-01-09 08:29:47.357807,3751.87,2140.2,North,Express,Crypto,High,True,0,High,86
3669,117,Home & Kitchen,2024-01-09 08:29:47.357812,4640.21,1365.69,East,Express,Bank Transfer,Medium,True,0,Medium,39
3135,287,Home & Kitchen,2024-07-05 08:29:47.357817,2787.76,2863.74,North,Express,Crypto,Medium,True,0,Low,84
4964,356,Electronics,2023-03-20 08:29:47.357823,2265.83,2494.66,South,Overnight,Bank Transfer,Medium,True,0,Low,81
2565,241,Clothing,2023-10-05 08:29:47.357828,4841.34,954.65,East,Standard,Credit Card,Medium,False,0,High,87
1308,235,Clothing,2023-10-15 08:29:47.357833,2347.45,3511.39,East,Express,Bank Transfer,High,True,1,Medium,84
1342,406,Clothing,2023-02-24 08:29:47.357838,3224.56,311.48,South,Overnight,PayPal,Low,False,0,Medium,54
1435,178,Home & Kitchen,2024-01-03 08:29:47.357843,1896.66,2434.62,South,Express,Crypto,Medium,True,0,High,36
1176,391,Clothing,2023-05-06 08:29:47.357848,3199.81,1927.22,West,Express,Crypto,High,False,0,Medium,19
1138,161,Automotive,2023-03-13 08:29:47.357853,3614.49,1293.25,South,Express,Crypto,Medium,True,0,High,68
1193,228,Automotive,2023-09-02 08:29:47.357859,3142.04,3310.73,West,Express,Credit Card,Low,True,0,Medium,23
4257,440,Clothing,2024-07-26 08:29:47.357864,2597.09,2635.42,East,Standard,Crypto,High,True,0,Low,75
4235,397,Automotive,2024-02-19 08:29:47.357874,1535.55,3045.21,North,Express,Debit Card,Low,False,0,Medium,61
1942,356,Electronics,2024-02-13 08:29:47.357880,3237.04,1676.2,North,Express,PayPal,High,True,0,Medium,1
5620,311,Clothing,2023-08-08 08:29:47.357885,4546.72,3771.32,West,Standard,PayPal,Medium,True,0,Low,3
4879,153,Clothing,2023-06-12 08:29:47.357891,84.22,1398.55,North,Standard,Bank Transfer,Medium,True,0,Low,48
4113,274,Clothing,2024-12-14 08:29:47.357896,712.95,2138.25,North,Express,Credit Card,Medium,True,0,High,83
3962,199,Electronics,2024-11-14 08:29:47.357901,642.88,3736.59,East,Standard,Bank Transfer,Medium,True,0,Medium,71
5836,138,Electronics,2024-02-22 08:29:47.357906,4619.87,360.26,West,Standard,Bank Transfer,Low,True,0,Medium,47
5957,362,Clothing,2024-07-23 08:29:47.357911,3330.6,461.98,South,Standard,PayPal,High,True,0,High,17
1953,249,Home & Kitchen,2023-08-06 08:29:47.357916,4761.35,3976.93,North,Standard,Debit Card,Medium,True,0,Low,10
2302,220,Home & Kitchen,2023-03-21 08:29:47.357922,2934.93,3886.42,East,Express,Credit Card,Medium,True,0,Medium,62
4381,277,Automotive,2024-12-25 08:29:47.357927,2335.58,3093.66,East,Overnight,Credit Card,Low,True,0,High,36
3880,400,Electronics,2023-12-03 08:29:47.357932,3972.1,1952.23,North,Overnight,Credit Card,Low,True,0,High,38
3187,429,Automotive,2024-02-14 08:29:47.357937,846.66,2039.06,South,Express,Debit Card,Medium,True,0,Medium,41
5887,219,Automotive,2024-07-26 08:29:47.357943,1937.62,1051.14,South,Overnight,Credit Card,Low,False,0,High,43
1545,171,Clothing,2023-08-22 08:29:47.357948,2358.06,1747.94,West,Standard,Crypto,Low,True,0,High,71
2927,318,Home & Kitchen,2024-03-02 08:29:47.357953,1527.37,1742.46,West,Overnight,Debit Card,Medium,True,0,High,73
5152,493,Automotive,2023-10-05 08:29:47.357958,1887.86,173.28,West,Express,Bank Transfer,Medium,True,0,High,62
1004,497,Clothing,2024-06-28 08:29:47.357963,436.62,1829.04,East,Overnight,Crypto,Medium,True,0,Medium,93
4481,401,Electronics,2024-08-25 08:29:47.357968,1030.02,1934.78,South,Express,Bank Transfer,Medium,True,0,Low,57
