OrderID,ItemID,StockLevel,OrderStatus,OrderDate,Warehouse,Price,ReorderLevel,Category,SupplierName,Quantity,CustomerID,PaymentMethod,DispatchDate
12353,,700.0,Delivered,,WH2,895.868,20,TOYS,,19.0,,Debit Card,2025-02-02 09:21:06.835285
12354,,,Shipped,2024-04-21 09:21:06.795921,WH2,676.894,,CLOTHING,Supplier_A,,,Debit Card,2025-01-31 09:21:06.835287
12355,,700.0,Pending,,,903.34,,TOYS,,17.0,CUST_1896,Credit Card,2025-01-31 09:21:06.835290
12356,,-1.0,,2024-03-02 09:21:06.795927,WH3,514.12,,TOYS,Supplier_B,,,Debit Card,
12357,,500.0,Cancelled,,WH1,116.236,28,APPLIANCES,Supplier_C,,,PayPal,2025-02-04 09:21:06.835294
12358,,700.0,Pending,,WH1,349.877,Not Required,CLOTHING,Supplier_A,,CUST_2092,Bank Transfer,2025-02-03 09:21:06.835297
12359,,9447.0,Pending,2024-04-19 09:21:06.795934,WH2,277.764,,TOYS,Supplier_A,9.0,,PayPal,
12360,,-1.0,,2024-10-27 09:21:06.795937,WH2,9.909,23,APPLIANCES,Supplier_D,,CUST_3633,Credit Card,2025-02-02 09:21:06.835305
12361,Item_2361,6908.0,Pending,2024-12-02 09:21:06.795940,WH3,33.642,,FURNITURE,Supplier_B,17.0,CUST_2940,Cash,
12362,,12789.0,Shipped,,,614.547,,ELECTRONICS,Supplier_B,,,PayPal,
12363,Item_2363,-5.0,Delivered,,WH1,750.684,,TOYS,Supplier_C,-2.0,,PayPal,
12364,Item_2364,-1.0,,,,537.783,4,CLOTHING,Supplier_A,,CUST_4921,Debit Card,
12365,Item_2365,-1.0,,,,335.223,,ELECTRONICS,Supplier_B,4.0,CUST_2138,Bank Transfer,2025-02-04 09:21:06.835317
12366,Item_2366,500.0,Cancelled,2024-02-01 09:21:06.795953,WH2,848.494,Not Required,CLOTHING,Supplier_B,3.0,CUST_2284,Cash,
12367,,11800.0,Delivered,,WH3,168.065,,FURNITURE,,,CUST_1830,Debit Card,2025-02-04 09:21:06.835322
12368,Item_2368,500.0,Shipped,2024-03-01 09:21:06.795958,WH1,63.236,39,CLOTHING,Supplier_B,-5.0,,Debit Card,2025-02-01 09:21:06.835325
12369,,,Cancelled,2024-10-30 09:21:06.795961,WH3,641.837,,ELECTRONICS,Supplier_C,18.0,CUST_3405,PayPal,2025-02-05 09:21:06.835327
12370,,-1.0,Pending,,,966.324,46,CLOTHING,Supplier_B,,,Cash,
12371,,-1.0,Pending,,WH3,638.437,22,TOYS,Supplier_B,1.0,CUST_3621,PayPal,2025-02-05 09:21:06.835332
12372,Item_2372,3876.0,Delivered,2024-12-12 09:21:06.795969,WH3,741.593,30,FURNITURE,Supplier_C,14.0,CUST_3821,Bank Transfer,
12373,Item_2373,500.0,Shipped,2024-05-07 09:21:06.795971,WH3,359.279,,FURNITURE,Supplier_A,,CUST_1870,PayPal,2025-02-06 09:21:06.835337
12374,,,Pending,2024-08-23 09:21:06.795974,WH2,551.566,26,ELECTRONICS,Supplier_C,,,PayPal,2025-02-04 09:21:06.835340
12375,,13184.0,Pending,2024-08-17 09:21:06.795976,WH1,60.149,,APPLIANCES,Supplier_C,,CUST_1144,Debit Card,
12376,Item_2376,,,2024-08-10 09:21:06.795979,,98.638,Not Required,APPLIANCES,Supplier_B,,CUST_1324,Debit Card,2025-02-03 09:21:06.835344
12377,Item_2377,-5.0,Cancelled,2024-04-30 09:21:06.795982,WH1,721.461,45,APPLIANCES,Supplier_C,20.0,,Bank Transfer,2025-02-01 09:21:06.835347
12378,Item_2378,11664.0,Pending,,WH3,76.219,Not Required,FURNITURE,,0.0,,Bank Transfer,
12379,Item_2379,500.0,,2024-02-06 09:21:06.795987,WH2,789.995,,ELECTRONICS,Supplier_C,,CUST_4533,Debit Card,2025-02-06 09:21:06.835352
12380,,1802.0,Delivered,2024-08-23 09:21:06.795990,,190.413,2,APPLIANCES,Supplier_B,,CUST_1034,Credit Card,
12381,,,Delivered,,,906.031,20,TOYS,Supplier_D,,CUST_4910,PayPal,2025-02-02 09:21:06.835357
12382,Item_2382,-5.0,,,WH1,167.659,12,ELECTRONICS,Supplier_C,11.0,CUST_1202,Debit Card,
12383,,700.0,Delivered,,,642.978,,ELECTRONICS,Supplier_A,-4.0,,PayPal,
12384,,-5.0,,2024-04-14 09:21:06.796000,WH2,514.159,32,ELECTRONICS,Supplier_C,,,Debit Card,
12385,,14918.0,,2025-01-11 09:21:06.796003,WH1,685.84,Not Required,CLOTHING,Supplier_D,,,Credit Card,2025-02-03 09:21:06.835367
12386,,500.0,Pending,,WH3,75.375,Not Required,FURNITURE,Supplier_D,,,Credit Card,2025-02-01 09:21:06.835370
12387,,,Delivered,2024-07-20 09:21:06.796008,WH1,316.097,,APPLIANCES,,17.0,,Debit Card,
12388,,,Pending,,,98.935,Not Required,APPLIANCES,Supplier_A,,,PayPal,
12389,Item_2389,700.0,Delivered,,WH3,649.99,Not Required,CLOTHING,Supplier_C,-1.0,CUST_1706,Debit Card,
12390,,,Pending,,WH2,868.549,Not Required,TOYS,Supplier_C,,CUST_1676,Credit Card,
12391,Item_2391,700.0,,2024-03-27 09:21:06.796018,WH1,428.001,,TOYS,Supplier_A,1.0,,Cash,
12392,Item_2392,500.0,Delivered,2024-07-25 09:21:06.796021,WH3,969.827,,FURNITURE,Supplier_C,19.0,,Cash,
12393,Item_2393,500.0,,2025-01-18 09:21:06.796024,,68.168,,TOYS,,4.0,,Debit Card,
12394,,700.0,Shipped,2024-10-15 09:21:06.796026,WH2,948.018,Not Required,FURNITURE,Supplier_D,16.0,CUST_3483,PayPal,
12395,Item_2395,,Cancelled,,WH3,889.256,35,APPLIANCES,Supplier_B,,CUST_3245,Cash,
12396,,500.0,,2024-02-12 09:21:06.796031,WH2,110.421,,TOYS,Supplier_A,,CUST_4858,Debit Card,2025-02-01 09:21:06.835394
12397,Item_2397,11412.0,Pending,2024-10-01 09:21:06.796034,WH3,391.62,,CLOTHING,Supplier_A,,CUST_1315,PayPal,2025-02-03 09:21:06.835396
12398,,-5.0,Shipped,2024-08-24 09:21:06.796037,WH1,143.95,Not Required,APPLIANCES,Supplier_C,,,Cash,2025-02-05 09:21:06.835399
12399,Item_2399,700.0,Shipped,2024-07-18 09:21:06.796039,WH3,314.615,,APPLIANCES,Supplier_D,-2.0,CUST_2425,Credit Card,2025-01-31 09:21:06.835401
12400,Item_2400,500.0,,2024-03-23 09:21:06.796042,WH1,563.362,Not Required,CLOTHING,Supplier_C,,,Credit Card,
12401,,-1.0,Shipped,,WH3,12.197,39,ELECTRONICS,Supplier_B,-1.0,,Debit Card,
12402,,10169.0,Cancelled,,WH3,77.11,Not Required,CLOTHING,Supplier_A,,,PayPal,
12403,Item_2403,,Delivered,2024-09-19 09:21:06.796050,WH1,803.581,21,TOYS,Supplier_B,,,Credit Card,
12404,Item_2404,-1.0,Pending,,WH1,42.124,,FURNITURE,Supplier_D,,CUST_1923,Bank Transfer,
12405,,-1.0,Delivered,2024-12-02 09:21:06.796055,WH2,906.58,25,APPLIANCES,Supplier_C,,,Credit Card,
12406,Item_2406,700.0,Cancelled,,WH3,885.504,24,TOYS,Supplier_C,5.0,,Credit Card,2025-02-03 09:21:06.835419
12407,,700.0,Pending,,,665.613,1,FURNITURE,Supplier_D,14.0,,Bank Transfer,
12408,,-5.0,Shipped,2024-06-23 09:21:06.796063,WH2,763.438,Not Required,APPLIANCES,Supplier_D,14.0,,Cash,2025-02-04 09:21:06.835424
12409,,-5.0,,2025-01-28 09:21:06.796066,WH3,158.77,7,APPLIANCES,Supplier_B,,CUST_2431,Cash,
12410,,-5.0,Cancelled,2024-11-26 09:21:06.796068,WH1,198.928,Not Required,APPLIANCES,Supplier_A,-2.0,CUST_2544,Credit Card,2025-02-04 09:21:06.835429
12411,Item_2411,700.0,Delivered,2024-05-30 09:21:06.796071,WH2,529.617,,TOYS,,-4.0,,Cash,
12412,,500.0,Shipped,,WH3,910.039,,FURNITURE,Supplier_D,3.0,CUST_4130,Debit Card,2025-02-01 09:21:06.835434
12413,Item_2413,-5.0,Shipped,2024-02-13 09:21:06.796076,,269.839,,CLOTHING,Supplier_D,-1.0,,Cash,2025-02-01 09:21:06.835436
12414,,-5.0,Shipped,2024-05-16 09:21:06.796079,,305.994,Not Required,APPLIANCES,Supplier_A,,CUST_1892,Bank Transfer,
12415,,-1.0,Delivered,2024-03-17 09:21:06.796082,WH3,682.193,,FURNITURE,,5.0,CUST_3029,Cash,
12416,Item_2416,,Delivered,2024-10-19 09:21:06.796084,WH1,228.671,,FURNITURE,Supplier_A,20.0,CUST_3931,PayPal,2025-02-02 09:21:06.835444
12417,Item_2417,-1.0,Delivered,2024-08-05 09:21:06.796087,WH3,496.542,Not Required,APPLIANCES,,9.0,,Credit Card,2025-01-31 09:21:06.835446
12418,,,Cancelled,2024-12-13 09:21:06.796090,WH3,704.281,Not Required,TOYS,Supplier_B,,CUST_3983,Credit Card,
12419,,14454.0,,2024-09-15 09:21:06.796092,WH1,833.755,Not Required,TOYS,Supplier_D,11.0,,Cash,2025-01-31 09:21:06.835451
12420,,5997.0,Shipped,,WH3,928.546,Not Required,APPLIANCES,Supplier_B,,,PayPal,2025-02-01 09:21:06.835454
12421,,,,,WH3,363.076,Not Required,ELECTRONICS,Supplier_B,13.0,CUST_4523,PayPal,2025-01-31 09:21:06.835456
12422,Item_2422,-1.0,Cancelled,2024-08-23 09:21:06.796100,WH2,115.652,,TOYS,Supplier_B,,CUST_2769,Bank Transfer,
12423,Item_2423,500.0,,2024-07-23 09:21:06.796102,WH1,665.725,37,TOYS,Supplier_B,,CUST_4929,Debit Card,2025-02-03 09:21:06.835461
12424,Item_2424,6002.0,,,WH3,770.359,Not Required,CLOTHING,Supplier_A,,,Credit Card,2025-02-05 09:21:06.835464
12425,Item_2425,6005.0,,,WH3,412.625,Not Required,CLOTHING,,,,Bank Transfer,
12426,Item_2426,3845.0,Delivered,2024-12-27 09:21:06.796110,WH1,752.09,Not Required,CLOTHING,Supplier_A,10.0,CUST_1044,Credit Card,2025-02-02 09:21:06.835469
12427,Item_2427,13763.0,,2024-04-21 09:21:06.796113,,257.185,31,TOYS,Supplier_A,,,Debit Card,2025-02-02 09:21:06.835471
12428,Item_2428,700.0,,,WH1,499.566,,FURNITURE,Supplier_C,,CUST_2595,Debit Card,
12429,Item_2429,,Cancelled,2024-04-11 09:21:06.796118,WH2,176.25,,CLOTHING,Supplier_C,17.0,,Bank Transfer,
12430,,-5.0,Cancelled,2025-01-18 09:21:06.796121,WH3,262.86,,FURNITURE,Supplier_B,,,Credit Card,
12431,Item_2431,-5.0,,2024-12-04 09:21:06.796123,WH2,438.9,,APPLIANCES,,16.0,CUST_3849,Cash,
12432,Item_2432,,Delivered,,,191.459,Not Required,APPLIANCES,Supplier_C,14.0,,Bank Transfer,2025-02-06 09:21:06.835484
12433,Item_2433,-5.0,Shipped,2024-03-05 09:21:06.796128,WH1,317.665,26,ELECTRONICS,Supplier_B,,CUST_3325,Credit Card,
12434,Item_2434,500.0,Delivered,2024-03-17 09:21:06.796131,WH2,203.786,,CLOTHING,Supplier_C,,CUST_3778,Credit Card,
12435,,-1.0,Pending,,WH2,106.769,Not Required,APPLIANCES,Supplier_A,3.0,CUST_1149,Bank Transfer,
12436,,-5.0,Delivered,,WH3,425.26,8,FURNITURE,Supplier_B,17.0,,Bank Transfer,
12437,,700.0,,2024-05-18 09:21:06.796139,WH3,185.621,Not Required,CLOTHING,Supplier_D,,,Debit Card,2025-02-03 09:21:06.835496
12438,Item_2438,,Delivered,2024-07-14 09:21:06.796141,WH1,991.298,Not Required,TOYS,Supplier_C,5.0,,Debit Card,2025-02-01 09:21:06.835499
12439,,3151.0,Delivered,,WH3,786.541,46,ELECTRONICS,Supplier_D,,CUST_2172,Bank Transfer,2025-01-31 09:21:06.835501
12440,Item_2440,5448.0,Delivered,,WH1,850.512,,TOYS,Supplier_C,7.0,CUST_3204,Bank Transfer,2025-02-03 09:21:06.835503
12441,Item_2441,700.0,Delivered,2024-06-04 09:21:06.796149,WH3,134.591,,FURNITURE,,,CUST_4354,Bank Transfer,2025-02-02 09:21:06.835506
12442,Item_2442,,,,,663.591,23,FURNITURE,Supplier_D,,,Debit Card,2025-02-01 09:21:06.835508
12443,Item_2443,500.0,,2024-10-16 09:21:06.796154,WH1,649.836,Not Required,TOYS,Supplier_C,,CUST_3361,Debit Card,
12444,,500.0,Shipped,2024-10-19 09:21:06.796157,WH1,745.657,,ELECTRONICS,Supplier_D,,,Bank Transfer,
12445,,,Delivered,,,730.194,,APPLIANCES,Supplier_B,,,Bank Transfer,2025-02-02 09:21:06.835516
12446,Item_2446,500.0,Cancelled,,WH1,162.619,Not Required,TOYS,,19.0,,Debit Card,2025-01-31 09:21:06.835518
12447,,8582.0,Shipped,2024-04-23 09:21:06.796164,WH2,522.455,,CLOTHING,Supplier_C,8.0,CUST_1076,Credit Card,2025-02-03 09:21:06.835521
12448,,,,,WH2,197.927,,FURNITURE,Supplier_D,,CUST_3386,Bank Transfer,2025-02-02 09:21:06.835523
12449,,700.0,Delivered,2024-06-14 09:21:06.796170,,723.041,45,FURNITURE,Supplier_C,,,Debit Card,2025-02-01 09:21:06.835526
12450,,500.0,Delivered,2024-11-23 09:21:06.796172,WH3,168.573,Not Required,FURNITURE,Supplier_A,,CUST_3045,Credit Card,
12451,,500.0,Shipped,2024-11-01 09:21:06.796175,WH3,449.521,Not Required,FURNITURE,Supplier_D,,CUST_2671,Cash,2025-02-01 09:21:06.835531
12452,Item_2452,,Cancelled,2024-02-13 09:21:06.796177,WH1,952.182,,APPLIANCES,,10.0,CUST_3312,Credit Card,2025-02-05 09:21:06.835533
12453,Item_2453,-1.0,,2024-10-19 09:21:06.796180,WH1,421.926,,APPLIANCES,,,,Cash,
12454,,500.0,,,WH2,215.829,Not Required,ELECTRONICS,Supplier_B,-4.0,,Cash,2025-01-31 09:21:06.835538
12455,Item_2455,,Cancelled,2024-03-18 09:21:06.796187,WH2,318.213,Not Required,FURNITURE,Supplier_C,18.0,CUST_3553,Bank Transfer,
12456,Item_2456,-5.0,Cancelled,,WH2,81.478,Not Required,TOYS,Supplier_A,15.0,,PayPal,2025-01-31 09:21:06.835542
12457,Item_2457,500.0,Delivered,2024-06-26 09:21:06.796192,WH2,756.366,29,FURNITURE,Supplier_C,,,Bank Transfer,
12458,,-5.0,,2025-01-06 09:21:06.796195,WH2,536.449,29,FURNITURE,Supplier_A,2.0,CUST_2863,Debit Card,2025-02-03 09:21:06.835547
12459,,700.0,Pending,2024-08-23 09:21:06.796197,WH3,469.878,Not Required,TOYS,,-1.0,CUST_3585,PayPal,2025-02-05 09:21:06.835550
12460,,-5.0,Shipped,,WH2,91.128,37,TOYS,Supplier_C,,,Debit Card,2025-02-05 09:21:06.835552
12461,Item_2461,700.0,,,WH1,468.591,,FURNITURE,Supplier_C,0.0,,Bank Transfer,2025-02-01 09:21:06.835555
12462,Item_2462,-1.0,Cancelled,2024-07-12 09:21:06.796205,WH3,517.983,,TOYS,Supplier_C,,CUST_3660,Cash,
12463,,,,2024-07-03 09:21:06.796207,WH1,164.723,,APPLIANCES,Supplier_C,17.0,,Debit Card,2025-02-05 09:21:06.835560
12464,,700.0,Shipped,2024-12-30 09:21:06.796210,,887.772,Not Required,FURNITURE,Supplier_B,,,Bank Transfer,
12465,Item_2465,5188.0,Cancelled,2024-04-20 09:21:06.796212,WH2,891.371,34,TOYS,,17.0,,Debit Card,
12466,Item_2466,700.0,Pending,2024-07-11 09:21:06.796215,,983.816,,TOYS,Supplier_B,2.0,,Bank Transfer,2025-02-03 09:21:06.835567
12467,,11317.0,,2024-09-18 09:21:06.796218,WH1,946.671,Not Required,ELECTRONICS,Supplier_D,,CUST_2224,Debit Card,
12468,,-5.0,,,WH3,15.428,,CLOTHING,Supplier_D,,,Credit Card,2025-02-02 09:21:06.835572
12469,Item_2469,500.0,Pending,,WH1,850.362,,FURNITURE,Supplier_D,13.0,,Cash,2025-02-01 09:21:06.835575
12470,Item_2470,500.0,Cancelled,,WH2,892.888,Not Required,TOYS,Supplier_A,10.0,,Bank Transfer,2025-02-02 09:21:06.835577
12471,Item_2471,-5.0,Pending,2024-07-30 09:21:06.796229,,235.875,Not Required,CLOTHING,Supplier_B,14.0,CUST_1559,Credit Card,
12472,,-1.0,Cancelled,2024-03-18 09:21:06.796232,,428.116,,TOYS,Supplier_A,,CUST_2471,Credit Card,2025-02-03 09:21:06.835582
12473,Item_2473,13597.0,Shipped,2024-03-26 09:21:06.796234,WH3,421.575,18,APPLIANCES,Supplier_B,,CUST_2034,PayPal,
12474,,-5.0,,2024-10-12 09:21:06.796237,WH2,784.218,48,FURNITURE,Supplier_C,,,Bank Transfer,
12475,Item_2475,7352.0,Cancelled,,WH1,383.536,Not Required,APPLIANCES,Supplier_C,8.0,,PayPal,
12476,,500.0,,,WH1,474.257,,CLOTHING,Supplier_A,19.0,CUST_2290,Debit Card,
12477,Item_2477,-5.0,,,WH2,224.393,Not Required,ELECTRONICS,Supplier_B,17.0,CUST_1283,PayPal,
12478,Item_2478,5749.0,Cancelled,2024-11-20 09:21:06.796247,WH1,225.08,Not Required,ELECTRONICS,Supplier_A,4.0,CUST_3357,PayPal,2025-02-04 09:21:06.835598
12479,Item_2479,700.0,Cancelled,2024-10-27 09:21:06.796250,,349.413,,ELECTRONICS,Supplier_A,,,Bank Transfer,
12480,,500.0,,,WH2,14.327,Not Required,TOYS,Supplier_D,,,Debit Card,2025-02-06 09:21:06.835603
12481,,-5.0,Pending,,WH2,598.425,,ELECTRONICS,Supplier_A,2.0,,PayPal,2025-02-04 09:21:06.835605
12482,,700.0,,2024-07-27 09:21:06.796258,WH1,37.743,14,CLOTHING,Supplier_C,,CUST_1888,Credit Card,2025-01-31 09:21:06.835608
12483,Item_2483,,Shipped,2024-03-19 09:21:06.796261,WH2,837.013,19,TOYS,Supplier_C,,,Bank Transfer,2025-02-03 09:21:06.835610
12484,,,Shipped,,WH2,550.926,Not Required,APPLIANCES,Supplier_B,2.0,CUST_3792,PayPal,2025-01-31 09:21:06.835613
12485,Item_2485,-5.0,Cancelled,2024-08-25 09:21:06.796266,,29.401,Not Required,ELECTRONICS,,-5.0,,Cash,2025-02-02 09:21:06.835615
12486,,13333.0,Delivered,,WH2,535.51,,CLOTHING,,,CUST_4358,PayPal,2025-02-06 09:21:06.835618
12487,Item_2487,11045.0,,,WH3,758.608,,TOYS,Supplier_D,,CUST_3658,Debit Card,2025-01-31 09:21:06.835620
12488,Item_2488,500.0,,2024-10-21 09:21:06.796274,WH3,782.936,5,ELECTRONICS,Supplier_D,12.0,CUST_4955,Debit Card,2025-02-02 09:21:06.835622
12489,,,Cancelled,,,117.913,19,FURNITURE,Supplier_A,5.0,,Bank Transfer,2025-02-02 09:21:06.835625
12490,Item_2490,13338.0,Delivered,,WH2,922.587,Not Required,APPLIANCES,Supplier_B,,,PayPal,
12491,,8548.0,Pending,2024-11-29 09:21:06.796282,WH3,862.59,,FURNITURE,,,,Debit Card,2025-02-03 09:21:06.835629
12492,,-5.0,,2024-07-05 09:21:06.796285,,344.292,,ELECTRONICS,Supplier_B,1.0,,Credit Card,
12493,,,Shipped,,WH3,395.826,Not Required,TOYS,Supplier_B,9.0,CUST_4970,Debit Card,
12494,Item_2494,-1.0,Cancelled,,,664.163,45,CLOTHING,Supplier_A,-3.0,,Cash,
12495,Item_2495,500.0,Shipped,,,436.443,24,ELECTRONICS,Supplier_C,,,Bank Transfer,2025-02-02 09:21:06.835640
12496,Item_2496,500.0,Pending,2025-01-22 09:21:06.796296,WH2,437.63,,FURNITURE,Supplier_C,,,Debit Card,2025-02-01 09:21:06.835642
12497,,-1.0,Shipped,,WH3,698.407,Not Required,TOYS,Supplier_A,14.0,CUST_4437,Credit Card,
12498,Item_2498,,Cancelled,2024-07-14 09:21:06.796301,WH3,898.682,39,APPLIANCES,,,,Bank Transfer,2025-02-03 09:21:06.835648
12499,Item_2499,-1.0,Pending,2024-10-13 09:21:06.796303,WH3,75.219,Not Required,CLOTHING,Supplier_D,,CUST_2972,Credit Card,2025-02-01 09:21:06.835650
12500,,,,,WH1,605.425,Not Required,APPLIANCES,Supplier_D,,,PayPal,
12501,Item_2501,3664.0,,,WH2,926.678,,TOYS,Supplier_C,13.0,,Bank Transfer,
12502,Item_2502,700.0,Cancelled,,WH3,415.313,42,APPLIANCES,Supplier_B,,,Debit Card,
12503,,,,,WH3,118.549,Not Required,CLOTHING,Supplier_B,,CUST_2619,Bank Transfer,
12504,Item_2504,-1.0,Pending,,WH1,48.455,Not Required,TOYS,,4.0,,Debit Card,2025-02-06 09:21:06.835662
12505,Item_2505,-5.0,Shipped,2024-07-20 09:21:06.796319,WH3,618.918,,TOYS,,,,Bank Transfer,
12506,Item_2506,500.0,Pending,2024-06-03 09:21:06.796322,WH3,611.353,Not Required,ELECTRONICS,Supplier_D,,CUST_2475,Bank Transfer,
12507,,12490.0,Delivered,2024-12-20 09:21:06.796324,WH1,427.375,Not Required,APPLIANCES,Supplier_C,-4.0,CUST_3209,Bank Transfer,2025-02-06 09:21:06.835670
12508,Item_2508,7912.0,Pending,2024-07-21 09:21:06.796327,WH1,14.099,Not Required,FURNITURE,Supplier_B,,,PayPal,
12509,,500.0,Delivered,2024-06-21 09:21:06.796329,,806.235,,APPLIANCES,,1.0,,PayPal,
12510,,700.0,Pending,,WH2,628.545,,TOYS,Supplier_C,,CUST_1847,Cash,
12511,,500.0,Delivered,2024-03-10 09:21:06.796335,,572.726,,FURNITURE,,,,PayPal,
12512,,,,2024-12-16 09:21:06.796337,WH2,887.869,,CLOTHING,Supplier_A,,,Debit Card,
12513,,-5.0,Pending,2024-04-18 09:21:06.796340,WH3,8.774,,FURNITURE,Supplier_D,,,Debit Card,
12514,,,,2024-04-14 09:21:06.796343,WH3,217.044,35,FURNITURE,,,CUST_4986,Cash,2025-02-02 09:21:06.835687
12515,,500.0,Delivered,,WH3,348.709,3,FURNITURE,Supplier_D,,,Debit Card,2025-02-06 09:21:06.835689
12516,,13907.0,Shipped,,WH1,346.052,17,APPLIANCES,,10.0,,Bank Transfer,
12517,Item_2517,500.0,Shipped,2024-02-20 09:21:06.796350,WH2,100.46,12,TOYS,Supplier_B,8.0,CUST_1046,Credit Card,2025-02-02 09:21:06.835694
12518,Item_2518,2896.0,Pending,,WH2,585.655,,FURNITURE,,19.0,CUST_3509,Debit Card,2025-02-01 09:21:06.835703
12519,,,Shipped,2024-10-11 09:21:06.796356,WH1,400.805,,ELECTRONICS,,12.0,CUST_3572,Debit Card,2025-02-04 09:21:06.835706
12520,Item_2520,,Pending,,,80.907,25,FURNITURE,Supplier_B,1.0,,Bank Transfer,2025-02-02 09:21:06.835708
12521,,-1.0,Pending,2024-10-07 09:21:06.796361,,277.207,Not Required,FURNITURE,Supplier_D,6.0,CUST_1805,Cash,
12522,,4612.0,Delivered,,WH3,274.517,44,APPLIANCES,Supplier_D,0.0,,Bank Transfer,
12523,,6078.0,Pending,,WH3,197.66,,ELECTRONICS,,0.0,,PayPal,2025-02-01 09:21:06.835716
12524,,2105.0,,2024-07-18 09:21:06.796369,WH3,44.952,43,CLOTHING,Supplier_B,,CUST_2658,Bank Transfer,2025-02-02 09:21:06.835719
12525,,-5.0,Shipped,,WH1,843.287,Not Required,ELECTRONICS,Supplier_A,,CUST_2763,Debit Card,2025-01-31 09:21:06.835721
12526,,500.0,Shipped,,WH2,222.679,Not Required,APPLIANCES,Supplier_C,,,PayPal,
12527,,-1.0,Cancelled,2025-01-23 09:21:06.796376,WH2,67.205,,ELECTRONICS,Supplier_D,19.0,,Bank Transfer,
12528,,-5.0,Delivered,,WH2,395.032,26,CLOTHING,Supplier_A,7.0,,Debit Card,
12529,Item_2529,700.0,Delivered,,,237.183,3,CLOTHING,Supplier_B,1.0,,Debit Card,
12530,Item_2530,700.0,Delivered,,WH1,84.711,Not Required,ELECTRONICS,Supplier_D,,,Bank Transfer,
12531,Item_2531,12123.0,Delivered,2024-02-07 09:21:06.796387,WH2,714.704,26,ELECTRONICS,,,,Cash,2025-02-01 09:21:06.835739
12532,Item_2532,11773.0,Delivered,,,235.33,Not Required,APPLIANCES,Supplier_A,,,Bank Transfer,2025-02-03 09:21:06.835741
12533,Item_2533,-1.0,Pending,,WH1,566.673,28,CLOTHING,,,,PayPal,2025-02-01 09:21:06.835744
12534,Item_2534,500.0,,2024-10-26 09:21:06.796395,,535.955,,FURNITURE,Supplier_D,2.0,CUST_1232,Debit Card,
12535,Item_2535,-1.0,Cancelled,2024-09-05 09:21:06.796398,WH1,624.11,,APPLIANCES,,,,Cash,
12536,Item_2536,500.0,Pending,,WH3,953.854,,CLOTHING,Supplier_B,-5.0,CUST_3782,Debit Card,2025-02-04 09:21:06.835751
12537,Item_2537,700.0,Pending,,WH1,101.076,Not Required,TOYS,Supplier_B,11.0,,Debit Card,2025-02-03 09:21:06.835753
12538,,500.0,Delivered,,WH3,566.631,Not Required,ELECTRONICS,,,,PayPal,
12539,,700.0,Pending,,WH3,349.073,31,ELECTRONICS,,6.0,,Cash,
12540,,500.0,Delivered,,WH1,787.703,,FURNITURE,,,,Credit Card,
12541,Item_2541,500.0,Cancelled,,WH1,82.771,35,APPLIANCES,Supplier_C,-2.0,CUST_2698,Bank Transfer,
12542,,700.0,,2024-12-25 09:21:06.796416,,405.29,,ELECTRONICS,Supplier_C,12.0,CUST_1612,PayPal,
12543,Item_2543,,Delivered,2024-12-08 09:21:06.796419,WH2,460.528,,FURNITURE,Supplier_A,,CUST_2794,Credit Card,
12544,,500.0,Shipped,2024-07-11 09:21:06.796422,WH2,735.214,,ELECTRONICS,Supplier_C,,CUST_2015,Bank Transfer,2025-02-03 09:21:06.835770
12545,Item_2545,700.0,Shipped,2024-11-03 09:21:06.796424,WH2,186.226,9,CLOTHING,Supplier_B,0.0,CUST_3506,Bank Transfer,2025-02-06 09:21:06.835773
12546,,-5.0,,,WH1,852.628,Not Required,FURNITURE,Supplier_C,8.0,,Debit Card,
12547,,500.0,,,WH2,961.084,Not Required,ELECTRONICS,,,,Debit Card,2025-02-04 09:21:06.835778
12548,Item_2548,700.0,Shipped,,,377.165,,APPLIANCES,Supplier_D,1.0,,Debit Card,2025-02-04 09:21:06.835780
12549,Item_2549,500.0,Cancelled,2024-12-25 09:21:06.796434,WH3,266.667,Not Required,APPLIANCES,Supplier_A,,,Debit Card,2025-01-31 09:21:06.835783
12550,,700.0,Delivered,,WH3,266.735,46,FURNITURE,Supplier_C,13.0,,Bank Transfer,2025-02-05 09:21:06.835785
12551,,-1.0,,2024-12-15 09:21:06.796440,WH1,612.339,Not Required,FURNITURE,Supplier_D,,CUST_4253,Credit Card,2025-02-04 09:21:06.835788
12552,Item_2552,500.0,Pending,,WH1,209.41,,APPLIANCES,Supplier_D,5.0,CUST_3818,Debit Card,
12553,,,Shipped,,,38.717,Not Required,APPLIANCES,Supplier_C,5.0,,Cash,2025-02-01 09:21:06.835792
12554,,500.0,Delivered,,WH2,529.047,12,APPLIANCES,Supplier_C,1.0,CUST_1776,Cash,
12555,Item_2555,-1.0,Delivered,2024-08-10 09:21:06.796450,WH3,365.917,Not Required,APPLIANCES,Supplier_C,2.0,,Debit Card,2025-02-03 09:21:06.835804
12556,Item_2556,-1.0,Pending,,WH1,280.44,Not Required,TOYS,Supplier_A,,,Credit Card,2025-02-02 09:21:06.835806
12557,Item_2557,,Cancelled,,WH2,111.924,16,ELECTRONICS,Supplier_C,-4.0,CUST_1642,Cash,
12558,Item_2558,9490.0,Cancelled,,WH1,965.423,29,FURNITURE,Supplier_D,,,Credit Card,
